Tweet,Target,Stance,Opinion Towards,Sentiment,first_cleaning_text,n_hashtags,hashtags,cleaned_text
"So you're at the #rally4life? Tell me more about how #antichoice laws kill 47,000 women A YEAR! Very ""#prolife"" uh? #REpealThe8th #SemST",Legalization of Abortion,AGAINST,EO,neg,"So you're at the rally4life? Tell me more about how antichoice laws kill 47,000 women A YEAR! Very ""prolife"" uh? REpealThe8th SemST",5,"['rally4life', 'antichoice', 'prolife', 'REpealThe8th', 'SemST']",so ralli life tell antichoic law kill women a year veri prolif uh repealth th semst
@ProWomanChoice @laurawrpie @JaxLeSigh both r #human. 1e u abuse with misinformation (#women) n d other u kill by #baby #SemST,Legalization of Abortion,AGAINST,EO,neg,both r human. 1e u abuse with misinformation (women) n d other u kill by baby SemST,4,"['human', 'women', 'baby', 'SemST']",r human e u abus misinform women n u kill babi semst
"#DefentThe8th? Why would I defend something that kills people? Remember #Savita, killed by Irish ""#prolife"" laws? #RepealThe8th #SemST",Legalization of Abortion,AGAINST,WO,neg,"DefentThe8th? Why would I defend something that kills people? Remember Savita, killed by Irish ""prolife"" laws? RepealThe8th SemST",5,"['DefentThe8th', 'Savita', 'prolife', 'RepealThe8th', 'SemST']",defentth th whi would i defend someth kill peopl rememb savita kill irish prolif law repealth th semst
"@ravensymone U refer to ""WE"" which =""YOU"" & a minority of idiots who support #suicide #murder  #death #iLLegalAliens #RavenSymone #SemST",Legalization of Abortion,AGAINST,EO,neg,"U refer to ""WE"" which =""YOU"" & a minority of idiots who support suicide murder death iLLegalAliens RavenSymone SemST",6,"['suicide', 'murder', 'death', 'iLLegalAliens', 'RavenSymone', 'SemST']",u refer we you minor idiot support suicid murder death illegalalien ravensymon semst
@notmuchelse Then make sure Udon't get pregnant. And don't KILL your child if you do! You are the mom RESPONSIBLE 4child's life! #SemST,Legalization of Abortion,AGAINST,EO,neg,Then make sure Udon't get pregnant. And don't KILL your child if you do! You are the mom RESPONSIBLE 4child's life! SemST,1,['SemST'],then make sure udon get pregnant and kill child you mom respons child life semst
"For he who avenges blood remembers, he does not ignore the cry of the afflicted. ~ Ps 9:12 #comequicklyLordJesus #SemST",Legalization of Abortion,AGAINST,EO,other,"For he who avenges blood remembers, he does not ignore the cry of the afflicted. ~ Ps 9:12 comequicklyLordJesus SemST",2,"['comequicklyLordJesus', 'SemST']",for aveng blood rememb not ignor cri afflict ps comequicklylordjesus semst
@paigeymadisonn: 12. something you hate.  People who don't believe abortion should be kept safe and sterile. #SemST,Legalization of Abortion,FAVOR,EO,neg,12. something you hate. People who don't believe abortion should be kept safe and sterile. SemST,1,['SemST'],someth hate peopl believ abort kept safe steril semst
"Before I formed you in the womb I knew you, before you were born I set you apart - Jeremiah 1:5 #Godislove #youareloved #SemST",Legalization of Abortion,AGAINST,EO,pos,"Before I formed you in the womb I knew you, before you were born I set you apart - Jeremiah 1:5 Godislove youareloved SemST",3,"['Godislove', 'youareloved', 'SemST']",befor i form womb i knew born i set apart jeremiah godislov youarelov semst
"Dear to who it may concern;""YOU stand up for my right to live.   #Baby #murder #RightToLife #unborn #womensrights #legal #SemST",Legalization of Abortion,AGAINST,EO,neg,"Dear to who it may concern;""YOU stand up for my right to live. Baby murder RightToLife unborn womensrights legal SemST",7,"['Baby', 'murder', 'RightToLife', 'unborn', 'womensrights', 'legal', 'SemST']",dear may concern you stand right live babi murder righttolif unborn womensright legal semst
@Fungirl3part2 repent wen u commit a grave act like murder of a baby did u #abort ur baby?yes? then YOU repent! #hell s 4 eternity #SemST,Legalization of Abortion,AGAINST,EO,neg,repent wen u commit a grave act like murder of a baby did u abort ur baby?yes? then YOU repent! hell s 4 eternity SemST,3,"['abort', 'hell', 'SemST']",repent wen u commit grave act like murder babi u abort ur babi yes you repent hell etern semst
So the #Democrats tore down their OWN #ConfederateFlag NOW if they get rid of THEIR #KKK #blackpanthers #alsharpton #hate #SemST,Legalization of Abortion,NONE,WO,neg,So the Democrats tore down their OWN ConfederateFlag NOW if they get rid of THEIR KKK blackpanthers alsharpton hate SemST,7,"['Democrats', 'ConfederateFlag', 'KKK', 'blackpanthers', 'alsharpton', 'hate', 'SemST']",so democrat tore own confederateflag now get rid their kkk blackpanth alsharpton hate semst
Only one can have bodily autonomy #SemST,Legalization of Abortion,FAVOR,EO,other,Only one can have bodily autonomy SemST,1,['SemST'],onli one bodili autonomi semst
@MetalheadMonty @tom_six I followed him before I watched human centipede 3.....i now hope never makes another film again #SemST,Legalization of Abortion,NONE,WO,neg,I followed him before I watched human centipede 3.....i now hope never makes another film again SemST,1,['SemST'],i follow i watch human centiped hope never make anoth film semst
Need a ProLife R.E. Agent? - Support a ProLife Group (U-choose) at NoCost ProLifeRealEstate@Yahoo.com #SemST,Legalization of Abortion,AGAINST,WO,pos,Need a ProLife R.E. Agent? - Support a ProLife Group (U-choose) at NoCost ProLifeRealEstate@Yahoo.com SemST,1,['SemST'],need prolif r e agent support prolif group u choos nocost proliferealest yahoo com semst
Solidarity with all at the counter #rally4life - Ireland won't be equal until women have full control of our bodies #repealthe8th #SemST,Legalization of Abortion,AGAINST,EO,pos,Solidarity with all at the counter rally4life - Ireland won't be equal until women have full control of our bodies repealthe8th SemST,3,"['rally4life', 'repealthe8th', 'SemST']",solidar counter ralli life ireland equal women full control bodi repealth th semst
It's sad to see so many people getting their values from Hollywood rather than the Holy Scriptures.  #ProLifeYouth #SemST,Legalization of Abortion,AGAINST,EO,neg,It's sad to see so many people getting their values from Hollywood rather than the Holy Scriptures. ProLifeYouth SemST,2,"['ProLifeYouth', 'SemST']",it sad see mani peopl get valu hollywood rather holi scriptur prolifeyouth semst
"Why do people think it's ok to get an abortion...  What the fuck is wrong with you? What if your mom aborted you, you sick fuck! #SemST",Legalization of Abortion,AGAINST,EO,neg,"Why do people think it's ok to get an abortion... What the fuck is wrong with you? What if your mom aborted you, you sick fuck! SemST",1,['SemST'],whi peopl think ok get abort what fuck wrong what mom abort sick fuck semst
"@BuhayIpaglaban So you've blown right past the whole ""women stopped dying after RvW"" thing. #prolifelie #hashtagitall #SemST",Legalization of Abortion,AGAINST,EO,neg,"So you've blown right past the whole ""women stopped dying after RvW"" thing. prolifelie hashtagitall SemST",3,"['prolifelie', 'hashtagitall', 'SemST']",so blown right past whole women stop die rvw thing prolifeli hashtagital semst
"Some babies die by chance, none should die by choice! #SemST",Legalization of Abortion,AGAINST,EO,neg,"Some babies die by chance, none should die by choice! SemST",1,['SemST'],some babi die chanc none die choic semst
A prochoice advocate but circumcise ur baby? Fucking hypocrite! #circumcision #humanrights #SemST,Legalization of Abortion,AGAINST,WO,neg,A prochoice advocate but circumcise ur baby? Fucking hypocrite! circumcision humanrights SemST,3,"['circumcision', 'humanrights', 'SemST']",a prochoic advoc circumcis ur babi fuck hypocrit circumcis humanright semst
If u come 2 this country 4 bettwr life fucking adapt 2 USA WAYS #1A #2A #NRA #COS #CCOT #TGDN #PJNET  #WAKEUPAMERICA #SemST,Legalization of Abortion,AGAINST,WO,neg,If u come 2 this country 4 bettwr life fucking adapt 2 USA WAYS 1A 2A NRA COS CCOT TGDN PJNET WAKEUPAMERICA SemST,9,"['1A', '2A', 'NRA', 'COS', 'CCOT', 'TGDN', 'PJNET', 'WAKEUPAMERICA', 'SemST']",if u come countri bettwr life fuck adapt usa way a a nra cos ccot tgdn pjnet wakeupamerica semst
Pro Choice? Just choose to kill yourself after your baby is born. #SemST,Legalization of Abortion,AGAINST,EO,neg,Pro Choice? Just choose to kill yourself after your baby is born. SemST,1,['SemST'],pro choic just choos kill babi born semst
@djred678 : My views are my own. #AllLivesMatter #PrebornLivesMatter #AbortionIsViolence #Whyi'mNotVotingForHillary #SemST,Legalization of Abortion,AGAINST,EO,neg,: My views are my own. AllLivesMatter PrebornLivesMatter AbortionIsViolence Whyi'mNotVotingForHillary SemST,5,"['AllLivesMatter', 'PrebornLivesMatter', 'AbortionIsViolence', 'Whyi', 'SemST']",my view alllivesmatt prebornlivesmatt abortionisviol whyi mnotvotingforhillari semst
Women have outgrown the common housewife stigma long ago #SemST,Legalization of Abortion,NONE,WO,pos,Women have outgrown the common housewife stigma long ago SemST,1,['SemST'],women outgrown common housewif stigma long ago semst
.@BuhayIpaglaban perhaps you want to go to the fertility clinics & rescue them all. How many can you fit in your womb. #clowncar #SemST,Legalization of Abortion,AGAINST,EO,neg,.@BuhayIpaglaban perhaps you want to go to the fertility clinics & rescue them all. How many can you fit in your womb. clowncar SemST,2,"['clowncar', 'SemST']",buhayipaglaban perhap want go fertil clinic rescu how mani fit womb clowncar semst
Pray for the Navy yard. God please keep the casualties minimal.   #1A #2A #NRA #COS #CCOT #TGDN #PJNET  #WAKEUPAMERICA #SemST,Legalization of Abortion,AGAINST,WO,pos,Pray for the Navy yard. God please keep the casualties minimal. 1A 2A NRA COS CCOT TGDN PJNET WAKEUPAMERICA SemST,9,"['1A', '2A', 'NRA', 'COS', 'CCOT', 'TGDN', 'PJNET', 'WAKEUPAMERICA', 'SemST']",pray navi yard god pleas keep casualti minim a a nra cos ccot tgdn pjnet wakeupamerica semst
pro-choicers are basically tryna fight oppression with more  oppression . #feminist #SemST,Legalization of Abortion,AGAINST,WO,neg,pro-choicers are basically tryna fight oppression with more oppression . feminist SemST,2,"['feminist', 'SemST']",pro choicer basic tryna fight oppress oppress feminist semst
"we must always see others as Christ sees us,we must see God in all things&remeber 2 look past sin #RomanCatholic #SemST",Legalization of Abortion,AGAINST,WO,pos,"we must always see others as Christ sees us,we must see God in all things&remeber 2 look past sin RomanCatholic SemST",2,"['RomanCatholic', 'SemST']",must alway see other christ see us must see god thing remeb look past sin romancathol semst
I do not want to bring a child into this dangerous patriarchy. But I want to feel pregnancy as an experience #PregnancyForAll #SemST,Legalization of Abortion,AGAINST,WO,other,I do not want to bring a child into this dangerous patriarchy. But I want to feel pregnancy as an experience PregnancyForAll SemST,2,"['PregnancyForAll', 'SemST']",i not want bring child danger patriarchi but i want feel pregnanc experi pregnancyforal semst
"The teen pregnancy rate has declined 51 percent, and the teen birth rate is down 57 percent. #SemST",Legalization of Abortion,NONE,NO,other,"The teen pregnancy rate has declined 51 percent, and the teen birth rate is down 57 percent. SemST",1,['SemST'],the teen pregnanc rate declin percent teen birth rate percent semst
What about in cases of rape #SemST,Legalization of Abortion,FAVOR,EO,other,What about in cases of rape SemST,1,['SemST'],what case rape semst
A bundle of cells feels more pain than a fully grown women? no. #SemST,Legalization of Abortion,AGAINST,EO,neg,A bundle of cells feels more pain than a fully grown women? no. SemST,1,['SemST'],a bundl cell feel pain fulli grown women semst
@micknugent What nonsense is this colleague of yours writing about?? #everylifematters #SemST,Legalization of Abortion,AGAINST,EO,neg,What nonsense is this colleague of yours writing about?? everylifematters SemST,2,"['everylifematters', 'SemST']",what nonsens colleagu write everylifematt semst
Next time just keep the baby   #SemST,Legalization of Abortion,AGAINST,WO,neg,Next time just keep the baby SemST,1,['SemST'],next time keep babi semst
"In Turkey at ze momento, just got internet and started reading @BarrettWeed 's tweets, literally just KILLING IT!!  #SemST",Legalization of Abortion,NONE,WO,pos,"In Turkey at ze momento, just got internet and started reading 's tweets, literally just KILLING IT!! SemST",1,['SemST'],in turkey ze momento got internet start read tweet liter kill it semst
I hope you all either enjoy the rugby or enjoy not enjoying the rugby #SemST,Legalization of Abortion,AGAINST,EO,pos,I hope you all either enjoy the rugby or enjoy not enjoying the rugby SemST,1,['SemST'],i hope either enjoy rugbi enjoy not enjoy rugbi semst
To run outside? To run inside? #SemST,Legalization of Abortion,NONE,WO,other,To run outside? To run inside? SemST,1,['SemST'],to run outsid to run insid semst
Pro-life laws only effect women so anti choicers are fine with these laws because the laws are only hurting are females  #SemST,Legalization of Abortion,FAVOR,EO,neg,Pro-life laws only effect women so anti choicers are fine with these laws because the laws are only hurting are females SemST,1,['SemST'],pro life law effect women anti choicer fine law law hurt femal semst
"@BuhayIpaglaban @laurawrpie Every time I ""discuss"" with ""#prolife"" it reaffirms my belief that #antichoice are complete idiots. #SemST",Legalization of Abortion,FAVOR,EO,neg,"Every time I ""discuss"" with ""prolife"" it reaffirms my belief that antichoice are complete idiots. SemST",3,"['prolife', 'antichoice', 'SemST']",everi time i discuss prolif reaffirm belief antichoic complet idiot semst
"@LifeSite Right, where are the pre-born women's rights? #allLivesMatter #equalRights #SemST",Legalization of Abortion,AGAINST,EO,neg,"Right, where are the pre-born women's rights? allLivesMatter equalRights SemST",3,"['allLivesMatter', 'equalRights', 'SemST']",right pre born women right alllivesmatt equalright semst
Liberals say I need more tolerance. I say screw tolerating murder.                                #AbortionKills #ToleranceIsDeath #SemST,Legalization of Abortion,AGAINST,EO,neg,Liberals say I need more tolerance. I say screw tolerating murder. AbortionKills ToleranceIsDeath SemST,3,"['AbortionKills', 'ToleranceIsDeath', 'SemST']",liber say i need toler i say screw toler murder abortionkil toleranceisdeath semst
It very simple .. Let women choose.. #repealthe8th #notacriminal #SemST,Legalization of Abortion,FAVOR,EO,pos,It very simple .. Let women choose.. repealthe8th notacriminal SemST,3,"['repealthe8th', 'notacriminal', 'SemST']",it simpl let women choos repealth th notacrimin semst
@ShowTruth You're truly unwelcome here. Please leave.  #ygk #SemST,Legalization of Abortion,NONE,WO,neg,You're truly unwelcome here. Please leave. ygk SemST,2,"['ygk', 'SemST']",you truli unwelcom pleas leav ygk semst
Happy July 4th- freedom day! Let liberty ring out! #freedom #Faith #Jesus #REVIVAL #Life #tcot #SemST,Legalization of Abortion,AGAINST,WO,pos,Happy July 4th- freedom day! Let liberty ring out! freedom Faith Jesus REVIVAL Life tcot SemST,7,"['freedom', 'Faith', 'Jesus', 'REVIVAL', 'Life', 'tcot', 'SemST']",happi juli th freedom day let liberti ring freedom faith jesus reviv life tcot semst
@DaRealMonieLove or these dumb anti-abortion #showthetruth assholes who sit on Canadian streets with inaccurate disturbing pics! #SemST,Legalization of Abortion,FAVOR,EO,neg,or these dumb anti-abortion showthetruth assholes who sit on Canadian streets with inaccurate disturbing pics! SemST,2,"['showthetruth', 'SemST']",dumb anti abort showthetruth asshol sit canadian street inaccur disturb pic semst
@notmuchelse & purely physical enjoyment with no responsibility attached #SemST,Legalization of Abortion,NONE,NO,neg,& purely physical enjoyment with no responsibility attached SemST,1,['SemST'],pure physic enjoy respons attach semst
"I was an accidental baby and as far as I know, my parents were happy to have me. #thanksmom #SemST",Legalization of Abortion,AGAINST,EO,pos,"I was an accidental baby and as far as I know, my parents were happy to have me. thanksmom SemST",2,"['thanksmom', 'SemST']",i accident babi far i know parent happi thanksmom semst
"In 1776 we killed the conservatives, freed ourselves from that crap #rightwing #Christian #ChurchState #Tyranny. #Uniteblue #tcot #SemST",Legalization of Abortion,AGAINST,EO,neg,"In 1776 we killed the conservatives, freed ourselves from that crap rightwing Christian ChurchState Tyranny. Uniteblue tcot SemST",7,"['rightwing', 'Christian', 'ChurchState', 'Tyranny', 'Uniteblue', 'tcot', 'SemST']",in kill conserv freed crap rightw christian churchstat tyranni uniteblu tcot semst
The #rally4life  shows yet again what little support these people have.  #repealthe8th #SemST,Legalization of Abortion,AGAINST,EO,neg,The rally4life shows yet again what little support these people have. repealthe8th SemST,3,"['rally4life', 'repealthe8th', 'SemST']",the ralli life show yet littl support peopl repealth th semst
I would never expect an 11 year old girl to have to carry a pregnancy to term #SemST,Legalization of Abortion,FAVOR,EO,neg,I would never expect an 11 year old girl to have to carry a pregnancy to term SemST,1,['SemST'],i would never expect year old girl carri pregnanc term semst
",@CoraSherlock When is Ms C case you've been promising happening? When'll a court be asked adjudicate her claims? #repealthe8th #SemST",Legalization of Abortion,AGAINST,EO,neg,",@CoraSherlock When is Ms C case you've been promising happening? When'll a court be asked adjudicate her claims? repealthe8th SemST",2,"['repealthe8th', 'SemST']",corasherlock when ms c case promis happen when court ask adjud claim repealth th semst
AntiChoice laws say women can't make their own decisions  #SemST,Legalization of Abortion,AGAINST,EO,neg,AntiChoice laws say women can't make their own decisions SemST,1,['SemST'],antichoic law say women make decis semst
"Hi @HillaryClinton while you are campaigning, 3000 innocent lives were killed by your pals #rednationrising #uniteblue #SemST",Legalization of Abortion,AGAINST,EO,neg,"Hi while you are campaigning, 3000 innocent lives were killed by your pals rednationrising uniteblue SemST",3,"['rednationrising', 'uniteblue', 'SemST']",hi campaign innoc live kill pal rednationris uniteblu semst
So Ariana Grande hates America & Americans? She's not alone #SCOTUS #HILLARY #OBAMA #DEMOCRATS #ACLU #NAACP #HAMAS #ISIS #SemST,Legalization of Abortion,NONE,WO,neg,So Ariana Grande hates America & Americans? She's not alone SCOTUS HILLARY OBAMA DEMOCRATS ACLU NAACP HAMAS ISIS SemST,9,"['SCOTUS', 'HILLARY', 'OBAMA', 'DEMOCRATS', 'ACLU', 'NAACP', 'HAMAS', 'ISIS', 'SemST']",so ariana grand hate america american she not alon scotus hillari obama democrat aclu naacp hama isi semst
#populationcontrol = controlling the incoming generations. that's why there's #demographicwinter  #epicfail  #philippines #rhlaw. #SemST,Legalization of Abortion,AGAINST,WO,neg,populationcontrol = controlling the incoming generations. that's why there's demographicwinter epicfail philippines rhlaw. SemST,6,"['populationcontrol', 'demographicwinter', 'epicfail', 'philippines', 'rhlaw', 'SemST']",populationcontrol control incom generat demographicwint epicfail philippin rhlaw semst
Abortionists and their supporters are the REAL misogynists! #Catholic #Christian #progressive #liberal #SemST,Legalization of Abortion,AGAINST,EO,neg,Abortionists and their supporters are the REAL misogynists! Catholic Christian progressive liberal SemST,5,"['Catholic', 'Christian', 'progressive', 'liberal', 'SemST']",abortionist support real misogynist cathol christian progress liber semst
Yes. Antis just don't make sense.  #WarOnWomen #SemST,Legalization of Abortion,NONE,WO,neg,Yes. Antis just don't make sense. WarOnWomen SemST,2,"['WarOnWomen', 'SemST']",yes anti make sens waronwomen semst
#ICCPR report does not cite any reasons for the changes in the legislation regulating. #macedonia #law # #SemST,Legalization of Abortion,AGAINST,WO,neg,ICCPR report does not cite any reasons for the changes in the legislation regulating. macedonia law # SemST,4,"['ICCPR', 'macedonia', 'law', 'SemST']",iccpr report not cite reason chang legisl regul macedonia law semst
"#Fiona Bruce wants a government that forces women to have children, and then refuses to financially help them. #bodyautonomy #SemST",Legalization of Abortion,FAVOR,EO,neg,"Fiona Bruce wants a government that forces women to have children, and then refuses to financially help them. bodyautonomy SemST",3,"['Fiona', 'bodyautonomy', 'SemST']",fiona bruce want govern forc women children refus financi help bodyautonomi semst
I #DenounceHarper for refusing to include family planning in foreign aid even though spending $1 could save $6 #wherestheFP #SemST,Legalization of Abortion,FAVOR,EO,neg,I DenounceHarper for refusing to include family planning in foreign aid even though spending $1 could save $6 wherestheFP SemST,3,"['DenounceHarper', 'wherestheFP', 'SemST']",i denounceharp refus includ famili plan foreign aid even though spend could save wheresthefp semst
