Tweet,Target,Stance,Opinion Towards,Sentiment,first_cleaning_text,n_hashtags,hashtags,cleaned_text
We must love our neighbor as being made in the image of God and as an object of His love. ~ Saint Vincent de Paul #SemST,Legalization of Abortion,AGAINST,WO,pos,We must love our neighbor as being made in the image of God and as an object of His love. ~ Saint Vincent de Paul SemST,1,['SemST'],we must love neighbor made imag god object his love saint vincent de paul semst
So Ariana Grande hates America & Americans? She's not alone #SCOTUS #HILLARY #OBAMA #DEMOCRATS #ACLU #NAACP #HAMAS #ISIS #SemST,Legalization of Abortion,NONE,WO,neg,So Ariana Grande hates America & Americans? She's not alone SCOTUS HILLARY OBAMA DEMOCRATS ACLU NAACP HAMAS ISIS SemST,9,"['SCOTUS', 'HILLARY', 'OBAMA', 'DEMOCRATS', 'ACLU', 'NAACP', 'HAMAS', 'ISIS', 'SemST']",so ariana grand hate america american she not alon scotus hillari obama democrat aclu naacp hama isi semst
Good thing I don't live in Kingston woulda started a riot by now with this 'pro-life' protest #SemST,Legalization of Abortion,FAVOR,EO,neg,Good thing I don't live in Kingston woulda started a riot by now with this 'pro-life' protest SemST,1,['SemST'],good thing i live kingston woulda start riot pro life protest semst
Our #TruthTour cont' in the @CityOttawa as we show the humanity of the unborn & inhumanity of abortion! #cdnpoli #Ottawa #onpoli #SemST,Legalization of Abortion,AGAINST,EO,neg,Our TruthTour cont' in the as we show the humanity of the unborn & inhumanity of abortion! cdnpoli Ottawa onpoli SemST,5,"['TruthTour', 'cdnpoli', 'Ottawa', 'onpoli', 'SemST']",our truthtour cont show human unborn inhuman abort cdnpoli ottawa onpoli semst
"DEAR PROABORTS: Using BAD grammar and FILTHY language and INTIMIDATION makes you look ignorant, inept and desperate. #GodWins #SemST",Legalization of Abortion,AGAINST,EO,neg,"DEAR PROABORTS: Using BAD grammar and FILTHY language and INTIMIDATION makes you look ignorant, inept and desperate. GodWins SemST",2,"['GodWins', 'SemST']",dear proabort use bad grammar filthi languag intimid make look ignor inept desper godwin semst
@BernieSanders if men were the ones that got preganant this would be a non issue in America #Bernie2016 #WomensRights #Solidarity #SemST,Legalization of Abortion,FAVOR,EO,neg,if men were the ones that got preganant this would be a non issue in America Bernie2016 WomensRights Solidarity SemST,4,"['Bernie2016', 'WomensRights', 'Solidarity', 'SemST']",men one got pregan would non issu america berni womensright solidar semst
It very simple .. Let women choose.. #repealthe8th #notacriminal #SemST,Legalization of Abortion,FAVOR,EO,pos,It very simple .. Let women choose.. repealthe8th notacriminal SemST,3,"['repealthe8th', 'notacriminal', 'SemST']",it simpl let women choos repealth th notacrimin semst
I support @GovMikeHuckabee because I want to see Planned Parenthood gone. #SemST,Legalization of Abortion,AGAINST,EO,pos,I support because I want to see Planned Parenthood gone. SemST,1,['SemST'],i support i want see plan parenthood gone semst
PRAISE REPORT Two babies savedOne in Dallas TX&in Charlotte NC  If we put forth effort with prayer- miracle's happen  #SemST,Legalization of Abortion,AGAINST,EO,pos,PRAISE REPORT Two babies savedOne in Dallas TX&in Charlotte NC If we put forth effort with prayer- miracle's happen SemST,1,['SemST'],prais report two babi savedon dalla tx charlott nc if put forth effort prayer miracl happen semst
I will visit PEI when all women can get a lawful medical abortion on the island. #Cdnpoli #peipoli #womensrights #SemST,Legalization of Abortion,FAVOR,EO,neg,I will visit PEI when all women can get a lawful medical abortion on the island. Cdnpoli peipoli womensrights SemST,4,"['Cdnpoli', 'peipoli', 'womensrights', 'SemST']",i visit pei women get law medic abort island cdnpoli peipoli womensright semst
"We need more public funding for birth control, condoms and abortions, especially abortions. #budget2015 #Election2016 #SemST",Legalization of Abortion,FAVOR,EO,neg,"We need more public funding for birth control, condoms and abortions, especially abortions. budget2015 Election2016 SemST",3,"['budget2015', 'Election2016', 'SemST']",we need public fund birth control condom abort especi abort budget elect semst
"The teen pregnancy rate has declined 51 percent, and the teen birth rate is down 57 percent. #SemST",Legalization of Abortion,NONE,NO,other,"The teen pregnancy rate has declined 51 percent, and the teen birth rate is down 57 percent. SemST",1,['SemST'],the teen pregnanc rate declin percent teen birth rate percent semst
@WomanMDsGuide I thought they wanted less unwed mommas and less abortion. #confused #tcot #feminism #SemST,Legalization of Abortion,AGAINST,EO,neg,I thought they wanted less unwed mommas and less abortion. confused tcot feminism SemST,4,"['confused', 'tcot', 'feminism', 'SemST']",i thought want less unw momma less abort confus tcot femin semst
RT @GuyForChrist: God is the author of life and nobody has the right to take it. #SemST,Legalization of Abortion,AGAINST,EO,pos,RT God is the author of life and nobody has the right to take it. SemST,1,['SemST'],rt god author life nobodi right take semst
@WBCBowie NY pastors need to call their State Senators and stop this barbaric bill!istorture #SemST,Legalization of Abortion,AGAINST,WO,neg,NY pastors need to call their State Senators and stop this barbaric bill!istorture SemST,1,['SemST'],ny pastor need call state senat stop barbar bill istortur semst
@NBCLA #SB128 isn't opposed merely b/c it's against God's will (as if we're neanderthals). It's murder. Like #SemST,Legalization of Abortion,AGAINST,EO,neg,SB128 isn't opposed merely b/c it's against God's will (as if we're neanderthals). It's murder. Like SemST,2,"['SB128', 'SemST']",sb oppos mere b c god neanderth it murder like semst
Need a ProLife R.E. Agent? - Support a ProLife Group (U-choose) at NoCost ProLifeRealEstate@Yahoo.com #SemST,Legalization of Abortion,AGAINST,WO,pos,Need a ProLife R.E. Agent? - Support a ProLife Group (U-choose) at NoCost ProLifeRealEstate@Yahoo.com SemST,1,['SemST'],need prolif r e agent support prolif group u choos nocost proliferealest yahoo com semst
"Not your uterus, not your choice--from conception on, it really is THAT simple! #fem2gen #YesAllWomen #SemST",Legalization of Abortion,FAVOR,EO,pos,"Not your uterus, not your choice--from conception on, it really is THAT simple! fem2gen YesAllWomen SemST",3,"['fem2gen', 'YesAllWomen', 'SemST']",not uterus not choic concept realli that simpl fem gen yesallwomen semst
"Not sure where I stand on God and religion.  Still, don't need to be a Christian or religious to be against abortion.  #evil #SemST",Legalization of Abortion,AGAINST,EO,neg,"Not sure where I stand on God and religion. Still, don't need to be a Christian or religious to be against abortion. evil SemST",2,"['evil', 'SemST']",not sure i stand god religion still need christian religi abort evil semst
"#antichoice NEVER try to police men over sex, but punishing women puts  them into a frenzy. #SemST",Legalization of Abortion,FAVOR,EO,neg,"antichoice NEVER try to police men over sex, but punishing women puts them into a frenzy. SemST",2,"['antichoice', 'SemST']",antichoic never tri polic men sex punish women put frenzi semst
To run outside? To run inside? #SemST,Legalization of Abortion,NONE,WO,other,To run outside? To run inside? SemST,1,['SemST'],to run outsid to run insid semst
Anti choice laws only effect women.  People don't care about things that don't effect men #SemST,Legalization of Abortion,FAVOR,EO,neg,Anti choice laws only effect women. People don't care about things that don't effect men SemST,1,['SemST'],anti choic law effect women peopl care thing effect men semst
People with a uterus can be pro choice. People who have been pregnant can be pro choice. People who lost a child can be prochoice #SemST,Legalization of Abortion,FAVOR,EO,pos,People with a uterus can be pro choice. People who have been pregnant can be pro choice. People who lost a child can be prochoice SemST,1,['SemST'],peopl uterus pro choic peopl pregnant pro choic peopl lost child prochoic semst
"You can't give the ""death penalty"" to something not living sentient or autonomous #WarOnWomen #roe42 #reprohealth #SemST",Legalization of Abortion,FAVOR,EO,neg,"You can't give the ""death penalty"" to something not living sentient or autonomous WarOnWomen roe42 reprohealth SemST",4,"['WarOnWomen', 'roe42', 'reprohealth', 'SemST']",you give death penalti someth not live sentient autonom waronwomen roe reprohealth semst
@knowj @kalenjordan @benmarks @MageTalk not ashamed to say it's me. I'm not in favor of enc itself as not banning enc modules. #SemST,Legalization of Abortion,NONE,WO,neg,not ashamed to say it's me. I'm not in favor of enc itself as not banning enc modules. SemST,1,['SemST'],not asham say i not favor enc not ban enc modul semst
"@ShowTruth if they made it illegal, people would use coat hangers, and your photos would really be messed up. #letdoctorsdoit #SemST",Legalization of Abortion,FAVOR,EO,neg,"if they made it illegal, people would use coat hangers, and your photos would really be messed up. letdoctorsdoit SemST",2,"['letdoctorsdoit', 'SemST']",made illeg peopl would use coat hanger photo would realli mess letdoctorsdoit semst
Abortion is genocide - I don't think you know what genocide means.  #ygk #SemST,Legalization of Abortion,AGAINST,EO,neg,Abortion is genocide - I don't think you know what genocide means. ygk SemST,2,"['ygk', 'SemST']",abort genocid i think know genocid mean ygk semst
"Yea, let's make a woman suffer 18 years and raise a child with an unfit parent who hates it because of ""morality"". #SemST",Legalization of Abortion,FAVOR,EO,neg,"Yea, let's make a woman suffer 18 years and raise a child with an unfit parent who hates it because of ""morality"". SemST",1,['SemST'],yea let make woman suffer year rais child unfit parent hate moral semst
Pro-life laws only effect women so anti choicers are fine with these laws because the laws are only hurting are females  #SemST,Legalization of Abortion,FAVOR,EO,neg,Pro-life laws only effect women so anti choicers are fine with these laws because the laws are only hurting are females SemST,1,['SemST'],pro life law effect women anti choicer fine law law hurt femal semst
Anti-choice laws are entirely men controlling women  #SemST,Legalization of Abortion,FAVOR,EO,neg,Anti-choice laws are entirely men controlling women SemST,1,['SemST'],anti choic law entir men control women semst
"A fetus is not living, breathing, born, sentient, or autonomous which is why the pregnant woman's choice matters more #SemST",Legalization of Abortion,FAVOR,EO,neg,"A fetus is not living, breathing, born, sentient, or autonomous which is why the pregnant woman's choice matters more SemST",1,['SemST'],a fetus not live breath born sentient autonom pregnant woman choic matter semst
What about in cases of rape #SemST,Legalization of Abortion,FAVOR,EO,other,What about in cases of rape SemST,1,['SemST'],what case rape semst
"C7German: Heaven is our Goal,  life is our conquest  #socialmedia #technology #catholic #SemST",Legalization of Abortion,AGAINST,EO,pos,"C7German: Heaven is our Goal, life is our conquest socialmedia technology catholic SemST",4,"['socialmedia', 'technology', 'catholic', 'SemST']",c german heaven goal life conquest socialmedia technolog cathol semst
Only one can have bodily autonomy #SemST,Legalization of Abortion,FAVOR,EO,other,Only one can have bodily autonomy SemST,1,['SemST'],onli one bodili autonomi semst
"Like 96% of antis don't care about breathing viable persons, and 100% care about embryos more #SemST",Legalization of Abortion,FAVOR,EO,neg,"Like 96% of antis don't care about breathing viable persons, and 100% care about embryos more SemST",1,['SemST'],like anti care breath viabl person care embryo semst
Anti choice laws are sexist because they ignore the fact that men abandon their pregnant partners & those men face no punishment  #SemST,Legalization of Abortion,FAVOR,EO,neg,Anti choice laws are sexist because they ignore the fact that men abandon their pregnant partners & those men face no punishment SemST,1,['SemST'],anti choic law sexist ignor fact men abandon pregnant partner men face punish semst
This is the same reason it's sexist that we don't cover women's birth control. Any issue that primarily effects women is ignored #SemST,Legalization of Abortion,FAVOR,EO,neg,This is the same reason it's sexist that we don't cover women's birth control. Any issue that primarily effects women is ignored SemST,1,['SemST'],this reason sexist cover women birth control ani issu primarili effect women ignor semst
"@kingstonpolice @ShowTruth ""Freedom of Expression? Does that mean that I can display pornography in public if I am against it? #SemST",Legalization of Abortion,NONE,WO,neg,"""Freedom of Expression? Does that mean that I can display pornography in public if I am against it? SemST",1,['SemST'],freedom express doe mean i display pornographi public i semst
"I'm kind of scared for the elderly in our country. In a few years, we'll be aborting them too. #americathesocialist #SemST",Legalization of Abortion,AGAINST,EO,neg,"I'm kind of scared for the elderly in our country. In a few years, we'll be aborting them too. americathesocialist SemST",2,"['americathesocialist', 'SemST']",i kind scare elder countri in year abort americathesocialist semst
FYI: Whoopi Goldberg is a feminist hero for her six abortions. #WomenAgainstFeminism #SemST,Legalization of Abortion,AGAINST,EO,neg,FYI: Whoopi Goldberg is a feminist hero for her six abortions. WomenAgainstFeminism SemST,2,"['WomenAgainstFeminism', 'SemST']",fyi whoopi goldberg feminist hero six abort womenagainstfemin semst
Obama Administration sends 5.6 million dollars to #SemST,Legalization of Abortion,NONE,NO,other,Obama Administration sends 5.6 million dollars to SemST,1,['SemST'],obama administr send million dollar semst
Where's the most dangerous place for a child? In the hands of an ISIS terrorist? Almost. Inside their mother's womb #MiddleAmerica #SemST,Legalization of Abortion,AGAINST,EO,neg,Where's the most dangerous place for a child? In the hands of an ISIS terrorist? Almost. Inside their mother's womb MiddleAmerica SemST,2,"['MiddleAmerica', 'SemST']",where danger place child in hand isi terrorist almost insid mother womb middleamerica semst
@ShowTruth YOU CAN'T HANDLE THE TRUTH! People will always do it no matter the laws. #letdoctorsdoit #SemST,Legalization of Abortion,FAVOR,EO,neg,YOU CAN'T HANDLE THE TRUTH! People will always do it no matter the laws. letdoctorsdoit SemST,2,"['letdoctorsdoit', 'SemST']",you can t handl the truth peopl alway matter law letdoctorsdoit semst
@XaviPereda @HillaryClinton sorry Hilary but I'm #southern and don't bleed that #rainbow #BleedRed #america #southwillriseagain #SemST,Legalization of Abortion,AGAINST,EO,neg,sorry Hilary but I'm southern and don't bleed that rainbow BleedRed america southwillriseagain SemST,6,"['southern', 'rainbow', 'BleedRed', 'america', 'southwillriseagain', 'SemST']",sorri hilari i southern bleed rainbow bleedr america southwillriseagain semst
@ShowTruth Get out of my city. #ygk #SemST,Legalization of Abortion,NONE,WO,neg,Get out of my city. ygk SemST,2,"['ygk', 'SemST']",get citi ygk semst
".@JessieLosch There is no such thing as a ""safe & alive"" abortion because every abortion that goes as intended leaves >= 1 dead #SemST",Legalization of Abortion,AGAINST,EO,neg,".@JessieLosch There is no such thing as a ""safe & alive"" abortion because every abortion that goes as intended leaves >= 1 dead SemST",1,['SemST'],jessielosch there thing safe aliv abort everi abort goe intend leav dead semst
@SenSchumer You sponsored the religious freedom bill. What is this bill that allows killing full term babies in NY? #tcot #SemST,Legalization of Abortion,AGAINST,EO,neg,You sponsored the religious freedom bill. What is this bill that allows killing full term babies in NY? tcot SemST,2,"['tcot', 'SemST']",you sponsor religi freedom bill what bill allow kill full term babi ny tcot semst
@AndySwan lol.  I don't know about that.  #schoolprayer #GovtEndorsementOfHeterosexualMarriage #SemST,Legalization of Abortion,NONE,NO,neg,lol. I don't know about that. schoolprayer GovtEndorsementOfHeterosexualMarriage SemST,3,"['schoolprayer', 'GovtEndorsementOfHeterosexualMarriage', 'SemST']",lol i know schoolpray govtendorsementofheterosexualmarriag semst
Antis don't care because the only people the laws are hurting are females and they don't care about things that don't effect men #SemST,Legalization of Abortion,FAVOR,EO,neg,Antis don't care because the only people the laws are hurting are females and they don't care about things that don't effect men SemST,1,['SemST'],anti care peopl law hurt femal care thing effect men semst
