Tweet,Target,Stance,Opinion Towards,Sentiment,first_cleaning_text,n_hashtags,hashtags,cleaned_text
89% of abortions occur at the 12th week or before #letstalkabortion #SemST,Legalization of Abortion,NONE,NO,neg,89% of abortions occur at the 12th week or before letstalkabortion SemST,2,"['letstalkabortion', 'SemST']",abort occur th week letstalkabort semst
I will fight for the unborn! #SemST,Legalization of Abortion,AGAINST,EO,pos,I will fight for the unborn! SemST,1,['SemST'],i fight unborn semst
@Jizismyname can't wait to see you on @heyqweentv #JizIsMyName #ElectronicaDrugDealer #Jiz  #SemST,Legalization of Abortion,AGAINST,EO,pos,can't wait to see you on JizIsMyName ElectronicaDrugDealer Jiz SemST,4,"['JizIsMyName', 'ElectronicaDrugDealer', 'Jiz', 'SemST']",wait see jizismynam electronicadrugdeal jiz semst
"I think a woman should have the choice of what to do with HER BODY.. But, what do I know? Im only a woman sure #SemST",Legalization of Abortion,AGAINST,NO,pos,"I think a woman should have the choice of what to do with HER BODY.. But, what do I know? Im only a woman sure SemST",1,['SemST'],i think woman choic her bodi but i know im woman sure semst
"RT @RandForeman: It's so easy to be Pro-Choice, especially when you're not the one getting your skull crushed. #SemST",Legalization of Abortion,AGAINST,EO,neg,"RT It's so easy to be Pro-Choice, especially when you're not the one getting your skull crushed. SemST",1,['SemST'],rt it easi pro choic especi not one get skull crush semst
"@_msthirdward @BuhayIpaglaban @blueskies366 It's never been about ""life"" has it? ""#Prolife"" are OK with women dying. #SemST",Legalization of Abortion,AGAINST,EO,neg,"It's never been about ""life"" has it? ""Prolife"" are OK with women dying. SemST",2,"['Prolife', 'SemST']",it never life prolif ok women die semst
"Like 96% of antis don't care about breathing viable persons, and 100% care about embryos more #SemST",Legalization of Abortion,FAVOR,EO,neg,"Like 96% of antis don't care about breathing viable persons, and 100% care about embryos more SemST",1,['SemST'],like anti care breath viabl person care embryo semst
We must love our neighbor as being made in the image of God and as an object of His love. ~ Saint Vincent de Paul #SemST,Legalization of Abortion,AGAINST,WO,pos,We must love our neighbor as being made in the image of God and as an object of His love. ~ Saint Vincent de Paul SemST,1,['SemST'],we must love neighbor made imag god object his love saint vincent de paul semst
Helping achieve repro. justice 1 step @ a time. #abfunds #love #compassion #abortionrights #nnaf #SemST,Legalization of Abortion,FAVOR,EO,pos,Helping achieve repro. justice 1 step a time. abfunds love compassion abortionrights nnaf SemST,6,"['abfunds', 'love', 'compassion', 'abortionrights', 'nnaf', 'SemST']",help achiev repro justic step time abfund love compass abortionright nnaf semst
The government has not been able to point to any improved health outcomes for women #law #macedonia #HRCtte #SemST,Legalization of Abortion,AGAINST,EO,neg,The government has not been able to point to any improved health outcomes for women law macedonia HRCtte SemST,4,"['law', 'macedonia', 'HRCtte', 'SemST']",the govern not abl point improv health outcom women law macedonia hrctte semst
"Leftist, Progressives love 2lie & claim they believe in God, but if they do they would never support #gaymarriage #Obamacare #SemST",Legalization of Abortion,AGAINST,EO,neg,"Leftist, Progressives love 2lie & claim they believe in God, but if they do they would never support gaymarriage Obamacare SemST",3,"['gaymarriage', 'Obamacare', 'SemST']",leftist progress love lie claim believ god would never support gaymarriag obamacar semst
"Why would I want to make choices about my own body, when a congressman could do it for me?  #ConversationsWithAlex #SemST",Legalization of Abortion,AGAINST,EO,neg,"Why would I want to make choices about my own body, when a congressman could do it for me? ConversationsWithAlex SemST",2,"['ConversationsWithAlex', 'SemST']",whi would i want make choic bodi congressman could conversationswithalex semst
@JaxLeSigh @ProWomanChoice  ur not aware that using #NaturalFamilyPlanning will have d same effect as birth spacing? #SemST,Legalization of Abortion,AGAINST,WO,neg,ur not aware that using NaturalFamilyPlanning will have d same effect as birth spacing? SemST,2,"['NaturalFamilyPlanning', 'SemST']",ur not awar use naturalfamilyplan effect birth space semst
So anti-choice laws are telling these women they're incapable and shouldn't make decisions that involve their own body.   #SemST,Legalization of Abortion,FAVOR,EO,neg,So anti-choice laws are telling these women they're incapable and shouldn't make decisions that involve their own body. SemST,1,['SemST'],so anti choic law tell women incap make decis involv bodi semst
@Stephen_C_Ward  What are they doing with acid signs oh yeah their all tripping #lsd  #SemST,Legalization of Abortion,AGAINST,WO,neg,What are they doing with acid signs oh yeah their all tripping lsd SemST,2,"['lsd', 'SemST']",what acid sign oh yeah trip lsd semst
A much needed 3 days with these guys @rory3burke @Im_Brady missed @JimmahTwittah but what a weekend #SemST,Legalization of Abortion,AGAINST,WO,pos,A much needed 3 days with these guys missed but what a weekend SemST,1,['SemST'],a much need day guy miss weekend semst
@ShowTruth Get out of my city. #ygk #SemST,Legalization of Abortion,NONE,WO,neg,Get out of my city. ygk SemST,2,"['ygk', 'SemST']",get citi ygk semst
@HillaryClinton #gop as whole party has backwards ideas on #immigration #votingrights #womensright #civilrights. #healthcare #dapa #SemST,Legalization of Abortion,AGAINST,WO,neg,gop as whole party has backwards ideas on immigration votingrights womensright civilrights. healthcare dapa SemST,8,"['gop', 'immigration', 'votingrights', 'womensright', 'civilrights', 'healthcare', 'dapa', 'SemST']",gop whole parti backward idea immigr votingright womensright civilright healthcar dapa semst
Dear America: If only a 3D ultrasound picture could evoke the same emotional response. #lifeisprecious #SemST,Legalization of Abortion,AGAINST,EO,neg,Dear America: If only a 3D ultrasound picture could evoke the same emotional response. lifeisprecious SemST,2,"['lifeisprecious', 'SemST']",dear america if d ultrasound pictur could evok emot respons lifeispreci semst
A bundle of cells feels more pain than a fully grown women? no. #SemST,Legalization of Abortion,AGAINST,EO,neg,A bundle of cells feels more pain than a fully grown women? no. SemST,1,['SemST'],a bundl cell feel pain fulli grown women semst
@DrottM I'm curious Mary are you a meat eater and an animal hide wearer? #SemST,Legalization of Abortion,NONE,WO,neg,I'm curious Mary are you a meat eater and an animal hide wearer? SemST,1,['SemST'],i curious mari meat eater anim hide wearer semst
@BuhayIpaglaban @_msthirdward @laurawrpie Who defends murder here? I haven't heard anyone defending the killing of human beings. #SemST,Legalization of Abortion,AGAINST,EO,neg,Who defends murder here? I haven't heard anyone defending the killing of human beings. SemST,1,['SemST'],who defend murder i heard anyon defend kill human be semst
@Fungirl3part2 repent wen u commit a grave act like murder of a baby did u #abort ur baby?yes? then YOU repent! #hell s 4 eternity #SemST,Legalization of Abortion,AGAINST,EO,neg,repent wen u commit a grave act like murder of a baby did u abort ur baby?yes? then YOU repent! hell s 4 eternity SemST,3,"['abort', 'hell', 'SemST']",repent wen u commit grave act like murder babi u abort ur babi yes you repent hell etern semst
"@Cody_Fulk92 @ntfem @brettzawesome Actually, child-murder is far worse these days. We live in more savage times. #SemST",Legalization of Abortion,AGAINST,EO,neg,"Actually, child-murder is far worse these days. We live in more savage times. SemST",1,['SemST'],actual child murder far wors day we live savag time semst
Solidarity with all at the counter #rally4life - Ireland won't be equal until women have full control of our bodies #repealthe8th #SemST,Legalization of Abortion,AGAINST,EO,pos,Solidarity with all at the counter rally4life - Ireland won't be equal until women have full control of our bodies repealthe8th SemST,3,"['rally4life', 'repealthe8th', 'SemST']",solidar counter ralli life ireland equal women full control bodi repealth th semst
Those who wonder what they would have done had they lived at the time of some terrible injustice now know the answer -P. Hitchens #SemST,Legalization of Abortion,AGAINST,WO,neg,Those who wonder what they would have done had they lived at the time of some terrible injustice now know the answer -P. Hitchens SemST,1,['SemST'],those wonder would done live time terribl injustic know answer p hitchen semst
'Snarck' - a snarky hack who puts down ordinary folk who dares question their pontifical commentaries  #SemST,Legalization of Abortion,NONE,WO,neg,'Snarck' - a snarky hack who puts down ordinary folk who dares question their pontifical commentaries SemST,1,['SemST'],snarck snarki hack put ordinari folk dare question pontif commentari semst
To run outside? To run inside? #SemST,Legalization of Abortion,NONE,WO,other,To run outside? To run inside? SemST,1,['SemST'],to run outsid to run insid semst
"@BuhayIpaglaban @laurawrpie Every time I ""discuss"" with ""#prolife"" it reaffirms my belief that #antichoice are complete idiots. #SemST",Legalization of Abortion,FAVOR,EO,neg,"Every time I ""discuss"" with ""prolife"" it reaffirms my belief that antichoice are complete idiots. SemST",3,"['prolife', 'antichoice', 'SemST']",everi time i discuss prolif reaffirm belief antichoic complet idiot semst
@__Porky @P226_Sig @_HankRearden @jrmadmen @aemdee who is for it. I'm not. But am for a women's right to her own body. #SemST,Legalization of Abortion,FAVOR,EO,neg,who is for it. I'm not. But am for a women's right to her own body. SemST,1,['SemST'],i not but women right bodi semst
@VeronicaCoffin @Fingersflying the irony of Margaret Sanger wanting to rid the world of blacks. #SemST,Legalization of Abortion,AGAINST,WO,neg,the irony of Margaret Sanger wanting to rid the world of blacks. SemST,1,['SemST'],ironi margaret sanger want rid world black semst
I am Nazi Holocaust survivor and I say that Abortion is America's Holocaust! -Sibylle Heidrich von Campe #holocaust #SemST,Legalization of Abortion,AGAINST,EO,neg,I am Nazi Holocaust survivor and I say that Abortion is America's Holocaust! -Sibylle Heidrich von Campe holocaust SemST,2,"['holocaust', 'SemST']",i nazi holocaust survivor i say abort america holocaust sibyll heidrich von camp holocaust semst
"#antichoice NEVER try to police men over sex, but punishing women puts  them into a frenzy. #SemST",Legalization of Abortion,FAVOR,EO,neg,"antichoice NEVER try to police men over sex, but punishing women puts them into a frenzy. SemST",2,"['antichoice', 'SemST']",antichoic never tri polic men sex punish women put frenzi semst
"I'm kind of scared for the elderly in our country. In a few years, we'll be aborting them too. #americathesocialist #SemST",Legalization of Abortion,AGAINST,EO,neg,"I'm kind of scared for the elderly in our country. In a few years, we'll be aborting them too. americathesocialist SemST",2,"['americathesocialist', 'SemST']",i kind scare elder countri in year abort americathesocialist semst
Where's the most dangerous place for a child? In the hands of an ISIS terrorist? Almost. Inside their mother's womb #MiddleAmerica #SemST,Legalization of Abortion,AGAINST,EO,neg,Where's the most dangerous place for a child? In the hands of an ISIS terrorist? Almost. Inside their mother's womb MiddleAmerica SemST,2,"['MiddleAmerica', 'SemST']",where danger place child in hand isi terrorist almost insid mother womb middleamerica semst
@XaviPereda @HillaryClinton sorry Hilary but I'm #southern and don't bleed that #rainbow #BleedRed #america #southwillriseagain #SemST,Legalization of Abortion,AGAINST,EO,neg,sorry Hilary but I'm southern and don't bleed that rainbow BleedRed america southwillriseagain SemST,6,"['southern', 'rainbow', 'BleedRed', 'america', 'southwillriseagain', 'SemST']",sorri hilari i southern bleed rainbow bleedr america southwillriseagain semst
AntiChoice laws say women can't make their own decisions  #SemST,Legalization of Abortion,AGAINST,EO,neg,AntiChoice laws say women can't make their own decisions SemST,1,['SemST'],antichoic law say women make decis semst
"#rally4life Motherhood is for some much-wanted,for others it is not.It should be by choice, not by force. Respect women's choices #SemST",Legalization of Abortion,AGAINST,EO,pos,"rally4life Motherhood is for some much-wanted,for others it is not.It should be by choice, not by force. Respect women's choices SemST",2,"['rally4life', 'SemST']",ralli life motherhood much want other not it choic not forc respect women choic semst
@prolife_wife You can say that again! #AbortionIsMurder #AllLivesMatter #ProLifeYouth #SemST,Legalization of Abortion,AGAINST,EO,neg,You can say that again! AbortionIsMurder AllLivesMatter ProLifeYouth SemST,4,"['AbortionIsMurder', 'AllLivesMatter', 'ProLifeYouth', 'SemST']",you say abortionismurd alllivesmatt prolifeyouth semst
I'll celebrate #IndependenceDay when EVERYONE in this country is equally free & not living in fear & poverty! #EqualityForAll #p2 #SemST,Legalization of Abortion,AGAINST,EO,other,I'll celebrate IndependenceDay when EVERYONE in this country is equally free & not living in fear & poverty! EqualityForAll p2 SemST,4,"['IndependenceDay', 'EqualityForAll', 'p2', 'SemST']",i celebr independenceday everyon countri equal free not live fear poverti equalityforal p semst
Societies that put to death the weak and vulnerable are more violent. #Nazis #streetgangs #Communists #AssistedSuicide #SemST,Legalization of Abortion,AGAINST,WO,neg,Societies that put to death the weak and vulnerable are more violent. Nazis streetgangs Communists AssistedSuicide SemST,5,"['Nazis', 'streetgangs', 'Communists', 'AssistedSuicide', 'SemST']",societi put death weak vulner violent nazi streetgang communist assistedsuicid semst
"Not your uterus, not your choice--from conception on, it really is THAT simple! #fem2gen #YesAllWomen #SemST",Legalization of Abortion,FAVOR,EO,pos,"Not your uterus, not your choice--from conception on, it really is THAT simple! fem2gen YesAllWomen SemST",3,"['fem2gen', 'YesAllWomen', 'SemST']",not uterus not choic concept realli that simpl fem gen yesallwomen semst
"Basically this documentary is ""You kill babies so we're going to kill you"" Lol the irony of pro-lifers. #aftertiller #SemST",Legalization of Abortion,FAVOR,EO,neg,"Basically this documentary is ""You kill babies so we're going to kill you"" Lol the irony of pro-lifers. aftertiller SemST",2,"['aftertiller', 'SemST']",basic documentari you kill babi go kill lol ironi pro lifer aftertil semst
There's no place for selfishness when you talk about a human life. Everyone matters! #quotes #truelovewaits #parenting #humanrights #SemST,Legalization of Abortion,AGAINST,WO,pos,There's no place for selfishness when you talk about a human life. Everyone matters! quotes truelovewaits parenting humanrights SemST,5,"['quotes', 'truelovewaits', 'parenting', 'humanrights', 'SemST']",there place selfish talk human life everyon matter quot truelovewait parent humanright semst
"When Declaration of Independence was adopted, abortion was illegal in all 13 colonies. #txlege #SemST",Legalization of Abortion,AGAINST,WO,neg,"When Declaration of Independence was adopted, abortion was illegal in all 13 colonies. txlege SemST",2,"['txlege', 'SemST']",when declar independ adopt abort illeg coloni txlege semst
@GBPstaff 1999 Meet the Press admitted to being Very Pro-Choice even with late term & Partial Birth Abortions.  He's sick!  #SemST,Legalization of Abortion,AGAINST,EO,neg,1999 Meet the Press admitted to being Very Pro-Choice even with late term & Partial Birth Abortions. He's sick! SemST,1,['SemST'],meet press admit veri pro choic even late term partial birth abort he sick semst
"AmandaKayHowell: Dear to who it may concern;""YOU stand up for my right to live.   #Baby #murder #RightToLife #unborn #wo... #SemST",Legalization of Abortion,AGAINST,EO,neg,"AmandaKayHowell: Dear to who it may concern;""YOU stand up for my right to live. Baby murder RightToLife unborn wo... SemST",6,"['Baby', 'murder', 'RightToLife', 'unborn', 'wo', 'SemST']",amandakayhowel dear may concern you stand right live babi murder righttolif unborn wo semst
"@BuhayIpaglaban @blueskies366 Remember that there is no ""murder"" involed in #abortion. I am #ProContraception for LESS #abortion. #SemST",Legalization of Abortion,AGAINST,EO,neg,"Remember that there is no ""murder"" involed in abortion. I am ProContraception for LESS abortion. SemST",4,"['abortion', 'ProContraception', 'abortion', 'SemST']",rememb murder invol abort i procontracept less abort semst
"Lord Jesus,Touch my life with your saving power, heal and restore me to      fullnessof life. #SemST",Legalization of Abortion,AGAINST,WO,pos,"Lord Jesus,Touch my life with your saving power, heal and restore me to fullnessof life. SemST",1,['SemST'],lord jesus touch life save power heal restor fullnessof life semst
@ProWomanChoice @laurawrpie @JaxLeSigh both r #human. 1e u abuse with misinformation (#women) n d other u kill by #baby #SemST,Legalization of Abortion,AGAINST,EO,neg,both r human. 1e u abuse with misinformation (women) n d other u kill by baby SemST,4,"['human', 'women', 'baby', 'SemST']",r human e u abus misinform women n u kill babi semst
#FF #Patriot --> PigsWalkUpright.  Thanks 4 following back!! #Truth #Liberty #Justice #ProIsrael #2A #RiseUpAmerica #ProudAmerican #SemST,Legalization of Abortion,NONE,NO,pos,FF Patriot --> PigsWalkUpright. Thanks 4 following back!! Truth Liberty Justice ProIsrael 2A RiseUpAmerica ProudAmerican SemST,10,"['FF', 'Patriot', 'Truth', 'Liberty', 'Justice', 'ProIsrael', '2A', 'RiseUpAmerica', 'ProudAmerican', 'SemST']",ff patriot pigswalkupright thank follow back truth liberti justic proisrael a riseupamerica proudamerican semst
@ShowTruth You're truly unwelcome here. Please leave.  #ygk #SemST,Legalization of Abortion,NONE,WO,neg,You're truly unwelcome here. Please leave. ygk SemST,2,"['ygk', 'SemST']",you truli unwelcom pleas leav ygk semst
A prochoice advocate but circumcise ur baby? Fucking hypocrite! #circumcision #humanrights #SemST,Legalization of Abortion,AGAINST,WO,neg,A prochoice advocate but circumcise ur baby? Fucking hypocrite! circumcision humanrights SemST,3,"['circumcision', 'humanrights', 'SemST']",a prochoic advoc circumcis ur babi fuck hypocrit circumcis humanright semst
Today is a great because we are alive. #SemST,Legalization of Abortion,NONE,WO,pos,Today is a great because we are alive. SemST,1,['SemST'],today great aliv semst
So the #Democrats tore down their OWN #ConfederateFlag NOW if they get rid of THEIR #KKK #blackpanthers #alsharpton #hate #SemST,Legalization of Abortion,NONE,WO,neg,So the Democrats tore down their OWN ConfederateFlag NOW if they get rid of THEIR KKK blackpanthers alsharpton hate SemST,7,"['Democrats', 'ConfederateFlag', 'KKK', 'blackpanthers', 'alsharpton', 'hate', 'SemST']",so democrat tore own confederateflag now get rid their kkk blackpanth alsharpton hate semst
"@LifeSite Right, where are the pre-born women's rights? #allLivesMatter #equalRights #SemST",Legalization of Abortion,AGAINST,EO,neg,"Right, where are the pre-born women's rights? allLivesMatter equalRights SemST",3,"['allLivesMatter', 'equalRights', 'SemST']",right pre born women right alllivesmatt equalright semst
