Tweet,Target,Stance,Opinion Towards,Sentiment,first_cleaning_text,n_hashtags,hashtags,cleaned_text
I get several requests with petitions to save whales but never to stop the slaughter of babies in the wombs of mothers. #abortion. #SemST,Legalization of Abortion,AGAINST,WO,neg,I get several requests with petitions to save whales but never to stop the slaughter of babies in the wombs of mothers. abortion. SemST,2,"['abortion', 'SemST']",i get sever request petit save whale never stop slaughter babi womb mother abort semst
@violencehurts @WomenCanSee The unborn also have rights #defendthe8th #SemST,Legalization of Abortion,AGAINST,EO,pos,The unborn also have rights defendthe8th SemST,2,"['defendthe8th', 'SemST']",the unborn also right defendth th semst
@prolife_wife You can say that again! #AbortionIsMurder #AllLivesMatter #ProLifeYouth #SemST,Legalization of Abortion,AGAINST,EO,neg,You can say that again! AbortionIsMurder AllLivesMatter ProLifeYouth SemST,4,"['AbortionIsMurder', 'AllLivesMatter', 'ProLifeYouth', 'SemST']",you say abortionismurd alllivesmatt prolifeyouth semst
PRAYERS FOR BABIES Urgent prayer one in Lexington KY&two in Dallas TX&in Chattanooga TN  Life begins at conception  #SemST,Legalization of Abortion,AGAINST,WO,pos,PRAYERS FOR BABIES Urgent prayer one in Lexington KY&two in Dallas TX&in Chattanooga TN Life begins at conception SemST,1,['SemST'],prayer for babi urgent prayer one lexington ky two dalla tx chattanooga tn life begin concept semst
#NothingMoreAmericanThan unjustified homicide of the unborn in #SemST,Legalization of Abortion,AGAINST,EO,neg,NothingMoreAmericanThan unjustified homicide of the unborn in SemST,2,"['NothingMoreAmericanThan', 'SemST']",nothingmoreamericanthan unjustifi homicid unborn semst
I will fight for the unborn! #SemST,Legalization of Abortion,AGAINST,EO,pos,I will fight for the unborn! SemST,1,['SemST'],i fight unborn semst
"Fair IS fair if U believe an unborn child has no right to life, then UR saying I can decide if you do?? #SemST",Legalization of Abortion,AGAINST,EO,neg,"Fair IS fair if U believe an unborn child has no right to life, then UR saying I can decide if you do?? SemST",1,['SemST'],fair is fair u believ unborn child right life ur say i decid semst
@FeministSpag @1310edhand @1310news we do care about the hurt inflicted upon preborn children through #abortion. #TruthTour #Ottawa #SemST,Legalization of Abortion,AGAINST,WO,neg,we do care about the hurt inflicted upon preborn children through abortion. TruthTour Ottawa SemST,4,"['abortion', 'TruthTour', 'Ottawa', 'SemST']",care hurt inflict upon preborn children abort truthtour ottawa semst
MathewsJeanne Thank you 4 your very #kind RT. God Bless You #Patriot. #babies matter #SemST,Legalization of Abortion,AGAINST,WO,pos,MathewsJeanne Thank you 4 your very kind RT. God Bless You Patriot. babies matter SemST,4,"['kind', 'Patriot', 'babies', 'SemST']",mathewsjeann thank kind rt god bless you patriot babi matter semst
RT DavidHarris707: MathewsJeanne Thank you 4 your very #kind RT. God Bless You #Patriot. #babies matter #SemST,Legalization of Abortion,AGAINST,WO,pos,RT DavidHarris707: MathewsJeanne Thank you 4 your very kind RT. God Bless You Patriot. babies matter SemST,4,"['kind', 'Patriot', 'babies', 'SemST']",rt davidharri mathewsjeann thank kind rt god bless you patriot babi matter semst
"@ravensymone U refer to ""WE"" which =""YOU"" & a minority of idiots who support #suicide #murder  #death #iLLegalAliens #RavenSymone #SemST",Legalization of Abortion,AGAINST,EO,neg,"U refer to ""WE"" which =""YOU"" & a minority of idiots who support suicide murder death iLLegalAliens RavenSymone SemST",6,"['suicide', 'murder', 'death', 'iLLegalAliens', 'RavenSymone', 'SemST']",u refer we you minor idiot support suicid murder death illegalalien ravensymon semst
@FactsVsOpinion these poor souls won't be anything in the future @PPact encouraged women to murder babies. #BlackLivesMatter #SemST,Legalization of Abortion,AGAINST,EO,neg,these poor souls won't be anything in the future encouraged women to murder babies. BlackLivesMatter SemST,2,"['BlackLivesMatter', 'SemST']",poor soul anyth futur encourag women murder babi blacklivesmatt semst
En route to Parnell Square for the rally for life!!  #everylifematters #SemST,Legalization of Abortion,AGAINST,EO,pos,En route to Parnell Square for the rally for life!! everylifematters SemST,2,"['everylifematters', 'SemST']",en rout parnel squar ralli life everylifematt semst
PRAYERS FOR BABIES Three babies in urgent need of prayer and intervention in Dallas TX  And another in Montgomery AL  #SemST,Legalization of Abortion,AGAINST,EO,neg,PRAYERS FOR BABIES Three babies in urgent need of prayer and intervention in Dallas TX And another in Montgomery AL SemST,1,['SemST'],prayer for babi three babi urgent need prayer intervent dalla tx and anoth montgomeri al semst
Babies are humans to support the prolife movement #SemST,Legalization of Abortion,AGAINST,WO,pos,Babies are humans to support the prolife movement SemST,1,['SemST'],babi human support prolif movement semst
There weren't any volunteers outside abortion clinic when she had her abortion bcs there aren't enough of us. Can you join us? 2/2 #SemST,Legalization of Abortion,AGAINST,EO,neg,There weren't any volunteers outside abortion clinic when she had her abortion bcs there aren't enough of us. Can you join us? 2/2 SemST,1,['SemST'],there volunt outsid abort clinic abort bcs enough us can join us semst
"@violencehurts @WomenCanSee The most fundamental right of them all, the right to life, is also a right of the unborn. #SemST",Legalization of Abortion,AGAINST,WO,pos,"The most fundamental right of them all, the right to life, is also a right of the unborn. SemST",1,['SemST'],the fundament right right life also right unborn semst
"Lord Jesus,Touch my life with your saving power, heal and restore me to      fullnessof life. #SemST",Legalization of Abortion,AGAINST,WO,pos,"Lord Jesus,Touch my life with your saving power, heal and restore me to fullnessof life. SemST",1,['SemST'],lord jesus touch life save power heal restor fullnessof life semst
@MetalheadMonty @tom_six I followed him before I watched human centipede 3.....i now hope never makes another film again #SemST,Legalization of Abortion,NONE,WO,neg,I followed him before I watched human centipede 3.....i now hope never makes another film again SemST,1,['SemST'],i follow i watch human centiped hope never make anoth film semst
@notmuchelse NO new human individual formed at conception! Full complement of human chromosomes unique individual DNA and alive. #SemST,Legalization of Abortion,AGAINST,EO,neg,NO new human individual formed at conception! Full complement of human chromosomes unique individual DNA and alive. SemST,1,['SemST'],no new human individu form concept full complement human chromosom uniqu individu dna aliv semst
Generate belief in quality existence for everyone especially children in that community.Kittington2016 #SemST,Legalization of Abortion,AGAINST,EO,pos,Generate belief in quality existence for everyone especially children in that community.Kittington2016 SemST,1,['SemST'],generat belief qualiti exist everyon especi children communiti kittington semst
Every1 needs 2 c @Rick_Reyna & @rallysforchrist's movie #TheRallyLA. It's life transforming. #drugs #forgive #SWBC2015 #Salvation #SemST,Legalization of Abortion,AGAINST,WO,pos,Every1 needs 2 c & movie TheRallyLA. It's life transforming. drugs forgive SWBC2015 Salvation SemST,6,"['TheRallyLA', 'drugs', 'forgive', 'SWBC2015', 'Salvation', 'SemST']",everi need c movi therallyla it life transform drug forgiv swbc salvat semst
"@BuhayIpaglaban @blueskies366 thank you again to show that you are AGAINST CONTRACEPTION. ""#Prolife"" = a code word for #misogyny. #SemST",Legalization of Abortion,AGAINST,WO,neg,"thank you again to show that you are AGAINST CONTRACEPTION. ""Prolife"" = a code word for misogyny. SemST",3,"['Prolife', 'misogyny', 'SemST']",thank show against contracept prolif code word misogyni semst
"@BuhayIpaglaban @blueskies366 There is no ""#abortion"" involved in taking the pill honey. #womenshealth #abortifacient #fail #SemST",Legalization of Abortion,AGAINST,WO,neg,"There is no ""abortion"" involved in taking the pill honey. womenshealth abortifacient fail SemST",5,"['abortion', 'womenshealth', 'abortifacient', 'fail', 'SemST']",there abort involv take pill honey womenshealth abortifaci fail semst
@ProWomanChoice @laurawrpie @JaxLeSigh both r #human. 1e u abuse with misinformation (#women) n d other u kill by #baby #SemST,Legalization of Abortion,AGAINST,EO,neg,both r human. 1e u abuse with misinformation (women) n d other u kill by baby SemST,4,"['human', 'women', 'baby', 'SemST']",r human e u abus misinform women n u kill babi semst
"RT @freesafelegal: ""Why does the government not hold a referendum on abortion?"" asks UN CESCR Mbr Pillay #UNIRL #SemST",Legalization of Abortion,AGAINST,WO,other,"RT ""Why does the government not hold a referendum on abortion?"" asks UN CESCR Mbr Pillay UNIRL SemST",2,"['UNIRL', 'SemST']",rt whi govern not hold referendum abort ask un cescr mbr pillay unirl semst
@LibertyBleeds every one in Congress should attend an abortion procedure especially partial birth that they VOTE FOR #ccot #tcot #SemST,Legalization of Abortion,AGAINST,EO,neg,every one in Congress should attend an abortion procedure especially partial birth that they VOTE FOR ccot tcot SemST,3,"['ccot', 'tcot', 'SemST']",everi one congress attend abort procedur especi partial birth vote for ccot tcot semst
@JaxLeSigh Evidence proves that morbidity & mortality rates of legal abortion r a lot higher dan carrying pregnancy 2 term #teens #SemST,Legalization of Abortion,AGAINST,EO,neg,Evidence proves that morbidity & mortality rates of legal abortion r a lot higher dan carrying pregnancy 2 term teens SemST,2,"['teens', 'SemST']",evid prove morbid mortal rate legal abort r lot higher dan carri pregnanc term teen semst
The sanctity of human life is not a woman's issue. #antifeminism #SemST,Legalization of Abortion,AGAINST,EO,neg,The sanctity of human life is not a woman's issue. antifeminism SemST,2,"['antifeminism', 'SemST']",the sanctiti human life not woman issu antifemin semst
"Basically this documentary is ""You kill babies so we're going to kill you"" Lol the irony of pro-lifers. #aftertiller #SemST",Legalization of Abortion,FAVOR,EO,neg,"Basically this documentary is ""You kill babies so we're going to kill you"" Lol the irony of pro-lifers. aftertiller SemST",2,"['aftertiller', 'SemST']",basic documentari you kill babi go kill lol ironi pro lifer aftertil semst
Al Robertson's mom #DuckDynasty  chose life as an unwed 16 year old. #SemST,Legalization of Abortion,AGAINST,EO,other,Al Robertson's mom DuckDynasty chose life as an unwed 16 year old. SemST,2,"['DuckDynasty', 'SemST']",al robertson mom duckdynasti chose life unw year old semst
"How can someone be calling for abortion in a speech and end it with ""God bless America""? #righttolife #SemST",Legalization of Abortion,AGAINST,EO,neg,"How can someone be calling for abortion in a speech and end it with ""God bless America""? righttolife SemST",2,"['righttolife', 'SemST']",how someon call abort speech end god bless america righttolif semst
@Fungirl3part2 repent wen u commit a grave act like murder of a baby did u #abort ur baby?yes? then YOU repent! #hell s 4 eternity #SemST,Legalization of Abortion,AGAINST,EO,neg,repent wen u commit a grave act like murder of a baby did u abort ur baby?yes? then YOU repent! hell s 4 eternity SemST,3,"['abort', 'hell', 'SemST']",repent wen u commit grave act like murder babi u abort ur babi yes you repent hell etern semst
"Dear to who it may concern;""YOU stand up for my right to live.   #Baby #murder #RightToLife #unborn #womensrights #legal #SemST",Legalization of Abortion,AGAINST,EO,neg,"Dear to who it may concern;""YOU stand up for my right to live. Baby murder RightToLife unborn womensrights legal SemST",7,"['Baby', 'murder', 'RightToLife', 'unborn', 'womensrights', 'legal', 'SemST']",dear may concern you stand right live babi murder righttolif unborn womensright legal semst
@laurawrpie @ProWomanChoice d real question is. do u even research d side effects of abortion and contraceptives? #KnowYourFacts #SemST,Legalization of Abortion,AGAINST,EO,neg,d real question is. do u even research d side effects of abortion and contraceptives? KnowYourFacts SemST,2,"['KnowYourFacts', 'SemST']",real question u even research side effect abort contracept knowyourfact semst
"Damn, interesting news when you find out you were almost a product of abortion #SemST",Legalization of Abortion,AGAINST,WO,neg,"Damn, interesting news when you find out you were almost a product of abortion SemST",1,['SemST'],damn interest news find almost product abort semst
"Before I formed you in the womb I knew you, before you were born I set you apart - Jeremiah 1:5 #Godislove #youareloved #SemST",Legalization of Abortion,AGAINST,EO,pos,"Before I formed you in the womb I knew you, before you were born I set you apart - Jeremiah 1:5 Godislove youareloved SemST",3,"['Godislove', 'youareloved', 'SemST']",befor i form womb i knew born i set apart jeremiah godislov youarelov semst
It's undeniable that conception may also be the birth of a soul unto life itself. Why mess with that? #SemST,Legalization of Abortion,AGAINST,EO,neg,It's undeniable that conception may also be the birth of a soul unto life itself. Why mess with that? SemST,1,['SemST'],it undeni concept may also birth soul unto life whi mess semst
.@BuhayIpaglaban perhaps you want to go to the fertility clinics & rescue them all. How many can you fit in your womb. #clowncar #SemST,Legalization of Abortion,AGAINST,EO,neg,.@BuhayIpaglaban perhaps you want to go to the fertility clinics & rescue them all. How many can you fit in your womb. clowncar SemST,2,"['clowncar', 'SemST']",buhayipaglaban perhap want go fertil clinic rescu how mani fit womb clowncar semst
@notmuchelse And accepting with love any children arising from Union of marriage or at least taking responsibility for life created #SemST,Legalization of Abortion,AGAINST,EO,pos,And accepting with love any children arising from Union of marriage or at least taking responsibility for life created SemST,1,['SemST'],and accept love children aris union marriag least take respons life creat semst
"@cbrangel so, you support the choice of wether or not you'd like to kill someone? Would you kill a born baby? #SemST",Legalization of Abortion,AGAINST,EO,neg,"so, you support the choice of wether or not you'd like to kill someone? Would you kill a born baby? SemST",1,['SemST'],support choic wether not like kill someon would kill born babi semst
"Some babies die by chance, none should die by choice! #SemST",Legalization of Abortion,AGAINST,EO,neg,"Some babies die by chance, none should die by choice! SemST",1,['SemST'],some babi die chanc none die choic semst
@RickSantorum: I don't *believe* life begins at conception--I *know* life begins at conception. #nrlc2015 #SemST,Legalization of Abortion,AGAINST,EO,pos,I don't *believe* life begins at conception--I *know* life begins at conception. nrlc2015 SemST,2,"['nrlc2015', 'SemST']",i believ life begin concept i know life begin concept nrlc semst
@bradfischetti just wanted to say that I appreciate the pro life stance. A lot of celebrities are afraid to show a bold stance #LFO #SemST,Legalization of Abortion,AGAINST,EO,pos,just wanted to say that I appreciate the pro life stance. A lot of celebrities are afraid to show a bold stance LFO SemST,2,"['LFO', 'SemST']",want say i appreci pro life stanc a lot celebr afraid show bold stanc lfo semst
I do not want to bring a child into this dangerous patriarchy. But I want to feel pregnancy as an experience #PregnancyForAll #SemST,Legalization of Abortion,AGAINST,WO,other,I do not want to bring a child into this dangerous patriarchy. But I want to feel pregnancy as an experience PregnancyForAll SemST,2,"['PregnancyForAll', 'SemST']",i not want bring child danger patriarchi but i want feel pregnanc experi pregnancyforal semst
@notmuchelse It is no less your child before or after birth. One continuum of life. #SemST,Legalization of Abortion,AGAINST,EO,pos,It is no less your child before or after birth. One continuum of life. SemST,1,['SemST'],it less child birth one continuum life semst
"When Declaration of Independence was adopted, abortion was illegal in all 13 colonies. #txlege #SemST",Legalization of Abortion,AGAINST,WO,neg,"When Declaration of Independence was adopted, abortion was illegal in all 13 colonies. txlege SemST",2,"['txlege', 'SemST']",when declar independ adopt abort illeg coloni txlege semst
It's sad to see so many people getting their values from Hollywood rather than the Holy Scriptures.  #ProLifeYouth #SemST,Legalization of Abortion,AGAINST,EO,neg,It's sad to see so many people getting their values from Hollywood rather than the Holy Scriptures. ProLifeYouth SemST,2,"['ProLifeYouth', 'SemST']",it sad see mani peopl get valu hollywood rather holi scriptur prolifeyouth semst
I am Nazi Holocaust survivor and I say that Abortion is America's Holocaust! -Sibylle Heidrich von Campe #holocaust #SemST,Legalization of Abortion,AGAINST,EO,neg,I am Nazi Holocaust survivor and I say that Abortion is America's Holocaust! -Sibylle Heidrich von Campe holocaust SemST,2,"['holocaust', 'SemST']",i nazi holocaust survivor i say abort america holocaust sibyll heidrich von camp holocaust semst
Next time just keep the baby   #SemST,Legalization of Abortion,AGAINST,WO,neg,Next time just keep the baby SemST,1,['SemST'],next time keep babi semst
Was at the planned parenthood protest in #fitchburg today with the image of Our Lady of America #catholic #SemST,Legalization of Abortion,AGAINST,EO,neg,Was at the planned parenthood protest in fitchburg today with the image of Our Lady of America catholic SemST,3,"['fitchburg', 'catholic', 'SemST']",was plan parenthood protest fitchburg today imag our ladi america cathol semst
The most horrific violence in America is the war on babies. #SemST,Legalization of Abortion,AGAINST,EO,neg,The most horrific violence in America is the war on babies. SemST,1,['SemST'],the horrif violenc america war babi semst
A prochoice advocate but circumcise ur baby? Fucking hypocrite! #circumcision #humanrights #SemST,Legalization of Abortion,AGAINST,WO,neg,A prochoice advocate but circumcise ur baby? Fucking hypocrite! circumcision humanrights SemST,3,"['circumcision', 'humanrights', 'SemST']",a prochoic advoc circumcis ur babi fuck hypocrit circumcis humanright semst
The beauty of the morning seems ruined knowing abortion clinics open soon. Another day of 900+ lives lost to @PPact & friends.      #SemST,Legalization of Abortion,AGAINST,EO,neg,The beauty of the morning seems ruined knowing abortion clinics open soon. Another day of 900+ lives lost to & friends. SemST,1,['SemST'],the beauti morn seem ruin know abort clinic open soon anoth day live lost friend semst
@notmuchelse Then make sure Udon't get pregnant. And don't KILL your child if you do! You are the mom RESPONSIBLE 4child's life! #SemST,Legalization of Abortion,AGAINST,EO,neg,Then make sure Udon't get pregnant. And don't KILL your child if you do! You are the mom RESPONSIBLE 4child's life! SemST,1,['SemST'],then make sure udon get pregnant and kill child you mom respons child life semst
If u come 2 this country 4 bettwr life fucking adapt 2 USA WAYS #1A #2A #NRA #COS #CCOT #TGDN #PJNET  #WAKEUPAMERICA #SemST,Legalization of Abortion,AGAINST,WO,neg,If u come 2 this country 4 bettwr life fucking adapt 2 USA WAYS 1A 2A NRA COS CCOT TGDN PJNET WAKEUPAMERICA SemST,9,"['1A', '2A', 'NRA', 'COS', 'CCOT', 'TGDN', 'PJNET', 'WAKEUPAMERICA', 'SemST']",if u come countri bettwr life fuck adapt usa way a a nra cos ccot tgdn pjnet wakeupamerica semst
@eilistweets  Surprised? A poll sponsored by biased @AmnestyIreland was always going to give a pro-abortion result #repealthe8th #SemST,Legalization of Abortion,AGAINST,EO,neg,Surprised? A poll sponsored by biased was always going to give a pro-abortion result repealthe8th SemST,2,"['repealthe8th', 'SemST']",surpris a poll sponsor bias alway go give pro abort result repealth th semst
Women have outgrown the common housewife stigma long ago #SemST,Legalization of Abortion,NONE,WO,pos,Women have outgrown the common housewife stigma long ago SemST,1,['SemST'],women outgrown common housewif stigma long ago semst
"If the Pope gave a flying fuck about the poor on his home continent, he'd let them have abortion and birth control. #SemST",Legalization of Abortion,AGAINST,EO,neg,"If the Pope gave a flying fuck about the poor on his home continent, he'd let them have abortion and birth control. SemST",1,['SemST'],if pope gave fli fuck poor home contin let abort birth control semst
