Tweet,Target,Stance,Opinion Towards,Sentiment,first_cleaning_text,n_hashtags,hashtags,cleaned_text
CPCs in this town of 5000: 2. #goddamn #SemST,Legalization of Abortion,AGAINST,WO,neg,CPCs in this town of 5000: 2. goddamn SemST,2,"['goddamn', 'SemST']",cpcs town goddamn semst
@Jizismyname can't wait to see you on @heyqweentv #JizIsMyName #ElectronicaDrugDealer #Jiz  #SemST,Legalization of Abortion,AGAINST,EO,pos,can't wait to see you on JizIsMyName ElectronicaDrugDealer Jiz SemST,4,"['JizIsMyName', 'ElectronicaDrugDealer', 'Jiz', 'SemST']",wait see jizismynam electronicadrugdeal jiz semst
@Mediaite @CNN where is #SilencedDiscourse for @TheDemocrats questions on #Divisions #SchoolChoice #Taxes #DoubleStandard #Biased #SemST,Legalization of Abortion,AGAINST,WO,neg,where is SilencedDiscourse for questions on Divisions SchoolChoice Taxes DoubleStandard Biased SemST,7,"['SilencedDiscourse', 'Divisions', 'SchoolChoice', 'Taxes', 'DoubleStandard', 'Biased', 'SemST']",silenceddiscours question divis schoolchoic tax doublestandard bias semst
Monk's Hobbit is back in Twitter. #Catholics #SemST,Legalization of Abortion,NONE,WO,other,Monk's Hobbit is back in Twitter. Catholics SemST,2,"['Catholics', 'SemST']",monk hobbit back twitter cathol semst
"Hail (Mary), full of grace! The Lord is with you. (Luke 1:28) #SemST",Legalization of Abortion,AGAINST,WO,pos,"Hail (Mary), full of grace! The Lord is with you. (Luke 1:28) SemST",1,['SemST'],hail mari full grace the lord luke semst
@DrottM I'm curious Mary are you a meat eater and an animal hide wearer? #SemST,Legalization of Abortion,NONE,WO,neg,I'm curious Mary are you a meat eater and an animal hide wearer? SemST,1,['SemST'],i curious mari meat eater anim hide wearer semst
@FaceTheNation @nytimes where is #SilencedDiscourse for @TheDemocrats #Divisions on #SchoolChoice #Taxes #DoubleStandard #Biased #SemST,Legalization of Abortion,AGAINST,EO,neg,where is SilencedDiscourse for Divisions on SchoolChoice Taxes DoubleStandard Biased SemST,7,"['SilencedDiscourse', 'Divisions', 'SchoolChoice', 'Taxes', 'DoubleStandard', 'Biased', 'SemST']",silenceddiscours divis schoolchoic tax doublestandard bias semst
@Stephen_C_Ward  What are they doing with acid signs oh yeah their all tripping #lsd  #SemST,Legalization of Abortion,AGAINST,WO,neg,What are they doing with acid signs oh yeah their all tripping lsd SemST,2,"['lsd', 'SemST']",what acid sign oh yeah trip lsd semst
#rally4life more like rally for people who think they have the right to authorise other people's decisions #SemST,Legalization of Abortion,AGAINST,EO,neg,rally4life more like rally for people who think they have the right to authorise other people's decisions SemST,2,"['rally4life', 'SemST']",ralli life like ralli peopl think right authoris peopl decis semst
@MichestBlogSpot: Postinor is popularly  used for?  #MrChocho_BabyOKoko #SemST,Legalization of Abortion,NONE,NO,other,Postinor is popularly used for? MrChocho_BabyOKoko SemST,2,"['MrChocho_BabyOKoko', 'SemST']",postinor popular use mrchocho babyokoko semst
@JujuChangABC abortions should never be illegal. It should be the pregnant person's choice. Especially if that person was rape #SemST,Legalization of Abortion,FAVOR,EO,neg,abortions should never be illegal. It should be the pregnant person's choice. Especially if that person was rape SemST,1,['SemST'],abort never illeg it pregnant person choic especi person rape semst
The government has not been able to point to any improved health outcomes for women #law #macedonia #HRCtte #SemST,Legalization of Abortion,AGAINST,EO,neg,The government has not been able to point to any improved health outcomes for women law macedonia HRCtte SemST,4,"['law', 'macedonia', 'HRCtte', 'SemST']",the govern not abl point improv health outcom women law macedonia hrctte semst
Like how can you sit there and even go through with the process #SemST,Legalization of Abortion,NONE,WO,neg,Like how can you sit there and even go through with the process SemST,1,['SemST'],like sit even go process semst
This is the same reason it's sexist that we don't cover women's birth control. Any issue that primarily effects women is ignored #SemST,Legalization of Abortion,FAVOR,EO,neg,This is the same reason it's sexist that we don't cover women's birth control. Any issue that primarily effects women is ignored SemST,1,['SemST'],this reason sexist cover women birth control ani issu primarili effect women ignor semst
A much needed 3 days with these guys @rory3burke @Im_Brady missed @JimmahTwittah but what a weekend #SemST,Legalization of Abortion,AGAINST,WO,pos,A much needed 3 days with these guys missed but what a weekend SemST,1,['SemST'],a much need day guy miss weekend semst
if truth is a micro aggression 2 the left Why is name calling by the left not a mega hypocrisy? #UniteBlue #LibCrib #maddow #SemST,Legalization of Abortion,AGAINST,EO,neg,if truth is a micro aggression 2 the left Why is name calling by the left not a mega hypocrisy? UniteBlue LibCrib maddow SemST,4,"['UniteBlue', 'LibCrib', 'maddow', 'SemST']",truth micro aggress left whi name call left not mega hypocrisi uniteblu libcrib maddow semst
I #DenounceHarper because his religious ties are responsible for the #MarchForLife anti-choice rallies on Parliament Hill. #SemST,Legalization of Abortion,AGAINST,EO,neg,I DenounceHarper because his religious ties are responsible for the MarchForLife anti-choice rallies on Parliament Hill. SemST,3,"['DenounceHarper', 'MarchForLife', 'SemST']",i denounceharp religi tie respons marchforlif anti choic ralli parliament hill semst
"@BuresLynn @sallykohn @CoFemale Kohn is also anti-human rights, anti-social justice, anti-peace, pro-violence.  #SemST",Legalization of Abortion,NONE,WO,neg,"Kohn is also anti-human rights, anti-social justice, anti-peace, pro-violence. SemST",1,['SemST'],kohn also anti human right anti social justic anti peac pro violenc semst
"I think a woman should have the choice of what to do with HER BODY.. But, what do I know? Im only a woman sure #SemST",Legalization of Abortion,AGAINST,NO,pos,"I think a woman should have the choice of what to do with HER BODY.. But, what do I know? Im only a woman sure SemST",1,['SemST'],i think woman choic her bodi but i know im woman sure semst
asked a protester-u'll fund the moms?Yes-So #announced it in DT #hamont-yo ppl #NoAbortion=these ppl wth picz will pay 4yo' kids #SemST,Legalization of Abortion,AGAINST,EO,other,asked a protester-u'll fund the moms?Yes-So announced it in DT hamont-yo ppl NoAbortion=these ppl wth picz will pay 4yo' kids SemST,4,"['announced', 'hamont', 'NoAbortion', 'SemST']",ask protest u fund mom yes so announc dt hamont yo ppl noabort ppl wth picz pay yo kid semst
@ProWomanChoice @BuhayIpaglaban people like you are exactly what is wrong with our society. #ProCONTRACEPTION #unapologetic  #SemST,Legalization of Abortion,AGAINST,EO,neg,people like you are exactly what is wrong with our society. ProCONTRACEPTION unapologetic SemST,3,"['ProCONTRACEPTION', 'unapologetic', 'SemST']",peopl like exact wrong societi procontracept unapologet semst
@ubiquity75 @Aaron_Hamm well said. Men are playing political football with women's right to have control over our bodies. #fail #SemST,Legalization of Abortion,FAVOR,EO,neg,well said. Men are playing political football with women's right to have control over our bodies. fail SemST,2,"['fail', 'SemST']",well said men play polit footbal women right control bodi fail semst
@thejournal_ie sad this is what has to be done for women in need #SemST,Legalization of Abortion,NONE,WO,neg,sad this is what has to be done for women in need SemST,1,['SemST'],sad done women need semst
Women ARE capable of making decisions #SemST,Legalization of Abortion,FAVOR,WO,pos,Women ARE capable of making decisions SemST,1,['SemST'],women are capabl make decis semst
