Tweet,Target,Stance,Opinion Towards,Sentiment,first_cleaning_text,n_hashtags,hashtags,cleaned_text
@prolife_wife You can say that again! #AbortionIsMurder #AllLivesMatter #ProLifeYouth #SemST,Legalization of Abortion,AGAINST,EO,neg,You can say that again! AbortionIsMurder AllLivesMatter ProLifeYouth SemST,4,"['AbortionIsMurder', 'AllLivesMatter', 'ProLifeYouth', 'SemST']",you say abortionismurd alllivesmatt prolifeyouth semst
Life is sacred on all levels. Abortion does not compute with my philosophy. Kate Mulgrew @TheKateMulgrew (Red on #OITNB ) #SemST,Legalization of Abortion,AGAINST,EO,other,Life is sacred on all levels. Abortion does not compute with my philosophy. Kate Mulgrew (Red on OITNB ) SemST,2,"['OITNB', 'SemST']",life sacr level abort not comput philosophi kate mulgrew red oitnb semst
There's no place for selfishness when you talk about a human life. Everyone matters! #quotes #truelovewaits #parenting #humanrights #SemST,Legalization of Abortion,AGAINST,WO,pos,There's no place for selfishness when you talk about a human life. Everyone matters! quotes truelovewaits parenting humanrights SemST,5,"['quotes', 'truelovewaits', 'parenting', 'humanrights', 'SemST']",there place selfish talk human life everyon matter quot truelovewait parent humanright semst
Does the Gay Community support Abortion? #ProLifeYouth #LGBTPrideMonth #SemST,Legalization of Abortion,AGAINST,WO,other,Does the Gay Community support Abortion? ProLifeYouth LGBTPrideMonth SemST,3,"['ProLifeYouth', 'LGBTPrideMonth', 'SemST']",doe gay communiti support abort prolifeyouth lgbtpridemonth semst
@FeministSpag @1310edhand @1310news we do care about the hurt inflicted upon preborn children through #abortion. #TruthTour #Ottawa #SemST,Legalization of Abortion,AGAINST,WO,neg,we do care about the hurt inflicted upon preborn children through abortion. TruthTour Ottawa SemST,4,"['abortion', 'TruthTour', 'Ottawa', 'SemST']",care hurt inflict upon preborn children abort truthtour ottawa semst
MathewsJeanne Thank you 4 your very #kind RT. God Bless You #Patriot. #babies matter #SemST,Legalization of Abortion,AGAINST,WO,pos,MathewsJeanne Thank you 4 your very kind RT. God Bless You Patriot. babies matter SemST,4,"['kind', 'Patriot', 'babies', 'SemST']",mathewsjeann thank kind rt god bless you patriot babi matter semst
@violencehurts @WomenCanSee The unborn also have rights #defendthe8th #SemST,Legalization of Abortion,AGAINST,EO,pos,The unborn also have rights defendthe8th SemST,2,"['defendthe8th', 'SemST']",the unborn also right defendth th semst
"The idea that a ""fetus"" isn't human is outrageous, I mean what else would it be? A dog? A dragon? The unborn are HUMAN BEINGS! #SemST",Legalization of Abortion,AGAINST,EO,neg,"The idea that a ""fetus"" isn't human is outrageous, I mean what else would it be? A dog? A dragon? The unborn are HUMAN BEINGS! SemST",1,['SemST'],the idea fetus human outrag i mean els would a dog a dragon the unborn human be semst
RT DavidHarris707: MathewsJeanne Thank you 4 your very #kind RT. God Bless You #Patriot. #babies matter #SemST,Legalization of Abortion,AGAINST,WO,pos,RT DavidHarris707: MathewsJeanne Thank you 4 your very kind RT. God Bless You Patriot. babies matter SemST,4,"['kind', 'Patriot', 'babies', 'SemST']",rt davidharri mathewsjeann thank kind rt god bless you patriot babi matter semst
En route to Parnell Square for the rally for life!!  #everylifematters #SemST,Legalization of Abortion,AGAINST,EO,pos,En route to Parnell Square for the rally for life!! everylifematters SemST,2,"['everylifematters', 'SemST']",en rout parnel squar ralli life everylifematt semst
"Lord Jesus,Touch my life with your saving power, heal and restore me to      fullnessof life. #SemST",Legalization of Abortion,AGAINST,WO,pos,"Lord Jesus,Touch my life with your saving power, heal and restore me to fullnessof life. SemST",1,['SemST'],lord jesus touch life save power heal restor fullnessof life semst
@FactsVsOpinion these poor souls won't be anything in the future @PPact encouraged women to murder babies. #BlackLivesMatter #SemST,Legalization of Abortion,AGAINST,EO,neg,these poor souls won't be anything in the future encouraged women to murder babies. BlackLivesMatter SemST,2,"['BlackLivesMatter', 'SemST']",poor soul anyth futur encourag women murder babi blacklivesmatt semst
"Fair IS fair if U believe an unborn child has no right to life, then UR saying I can decide if you do?? #SemST",Legalization of Abortion,AGAINST,EO,neg,"Fair IS fair if U believe an unborn child has no right to life, then UR saying I can decide if you do?? SemST",1,['SemST'],fair is fair u believ unborn child right life ur say i decid semst
"@violencehurts @WomenCanSee The most fundamental right of them all, the right to life, is also a right of the unborn. #SemST",Legalization of Abortion,AGAINST,WO,pos,"The most fundamental right of them all, the right to life, is also a right of the unborn. SemST",1,['SemST'],the fundament right right life also right unborn semst
@ProWomanChoice @laurawrpie @JaxLeSigh both r #human. 1e u abuse with misinformation (#women) n d other u kill by #baby #SemST,Legalization of Abortion,AGAINST,EO,neg,both r human. 1e u abuse with misinformation (women) n d other u kill by baby SemST,4,"['human', 'women', 'baby', 'SemST']",r human e u abus misinform women n u kill babi semst
PRAYERS FOR BABIES Urgent prayer one in Lexington KY&two in Dallas TX&in Chattanooga TN  Life begins at conception  #SemST,Legalization of Abortion,AGAINST,WO,pos,PRAYERS FOR BABIES Urgent prayer one in Lexington KY&two in Dallas TX&in Chattanooga TN Life begins at conception SemST,1,['SemST'],prayer for babi urgent prayer one lexington ky two dalla tx chattanooga tn life begin concept semst
PRAYERS FOR BABIES Three babies in urgent need of prayer and intervention in Dallas TX  And another in Montgomery AL  #SemST,Legalization of Abortion,AGAINST,EO,neg,PRAYERS FOR BABIES Three babies in urgent need of prayer and intervention in Dallas TX And another in Montgomery AL SemST,1,['SemST'],prayer for babi three babi urgent need prayer intervent dalla tx and anoth montgomeri al semst
@JonathaASwift @TomAdams9999 They  are BOTH alive & human from conception Just earlier phase of life's continuum! @chooseliferacer #SemST,Legalization of Abortion,AGAINST,EO,pos,They are BOTH alive & human from conception Just earlier phase of life's continuum! SemST,1,['SemST'],they both aliv human concept just earlier phase life continuum semst
Babies are humans to support the prolife movement #SemST,Legalization of Abortion,AGAINST,WO,pos,Babies are humans to support the prolife movement SemST,1,['SemST'],babi human support prolif movement semst
@notmuchelse NO new human individual formed at conception! Full complement of human chromosomes unique individual DNA and alive. #SemST,Legalization of Abortion,AGAINST,EO,neg,NO new human individual formed at conception! Full complement of human chromosomes unique individual DNA and alive. SemST,1,['SemST'],no new human individu form concept full complement human chromosom uniqu individu dna aliv semst
"@ravensymone U refer to ""WE"" which =""YOU"" & a minority of idiots who support #suicide #murder  #death #iLLegalAliens #RavenSymone #SemST",Legalization of Abortion,AGAINST,EO,neg,"U refer to ""WE"" which =""YOU"" & a minority of idiots who support suicide murder death iLLegalAliens RavenSymone SemST",6,"['suicide', 'murder', 'death', 'iLLegalAliens', 'RavenSymone', 'SemST']",u refer we you minor idiot support suicid murder death illegalalien ravensymon semst
There weren't any volunteers outside abortion clinic when she had her abortion bcs there aren't enough of us. Can you join us? 2/2 #SemST,Legalization of Abortion,AGAINST,EO,neg,There weren't any volunteers outside abortion clinic when she had her abortion bcs there aren't enough of us. Can you join us? 2/2 SemST,1,['SemST'],there volunt outsid abort clinic abort bcs enough us can join us semst
"@BuhayIpaglaban @blueskies366 thank you again to show that you are AGAINST CONTRACEPTION. ""#Prolife"" = a code word for #misogyny. #SemST",Legalization of Abortion,AGAINST,WO,neg,"thank you again to show that you are AGAINST CONTRACEPTION. ""Prolife"" = a code word for misogyny. SemST",3,"['Prolife', 'misogyny', 'SemST']",thank show against contracept prolif code word misogyni semst
@notmuchelse Then make sure Udon't get pregnant. And don't KILL your child if you do! You are the mom RESPONSIBLE 4child's life! #SemST,Legalization of Abortion,AGAINST,EO,neg,Then make sure Udon't get pregnant. And don't KILL your child if you do! You are the mom RESPONSIBLE 4child's life! SemST,1,['SemST'],then make sure udon get pregnant and kill child you mom respons child life semst
Generate belief in quality existence for everyone especially children in that community.Kittington2016 #SemST,Legalization of Abortion,AGAINST,EO,pos,Generate belief in quality existence for everyone especially children in that community.Kittington2016 SemST,1,['SemST'],generat belief qualiti exist everyon especi children communiti kittington semst
@Fungirl3part2 repent wen u commit a grave act like murder of a baby did u #abort ur baby?yes? then YOU repent! #hell s 4 eternity #SemST,Legalization of Abortion,AGAINST,EO,neg,repent wen u commit a grave act like murder of a baby did u abort ur baby?yes? then YOU repent! hell s 4 eternity SemST,3,"['abort', 'hell', 'SemST']",repent wen u commit grave act like murder babi u abort ur babi yes you repent hell etern semst
"Before I formed you in the womb I knew you, before you were born I set you apart - Jeremiah 1:5 #Godislove #youareloved #SemST",Legalization of Abortion,AGAINST,EO,pos,"Before I formed you in the womb I knew you, before you were born I set you apart - Jeremiah 1:5 Godislove youareloved SemST",3,"['Godislove', 'youareloved', 'SemST']",befor i form womb i knew born i set apart jeremiah godislov youarelov semst
@MetalheadMonty @tom_six I followed him before I watched human centipede 3.....i now hope never makes another film again #SemST,Legalization of Abortion,NONE,WO,neg,I followed him before I watched human centipede 3.....i now hope never makes another film again SemST,1,['SemST'],i follow i watch human centiped hope never make anoth film semst
The sanctity of human life is not a woman's issue. #antifeminism #SemST,Legalization of Abortion,AGAINST,EO,neg,The sanctity of human life is not a woman's issue. antifeminism SemST,2,"['antifeminism', 'SemST']",the sanctiti human life not woman issu antifemin semst
@__Porky @P226_Sig @_HankRearden @jrmadmen @aemdee who is for it. I'm not. But am for a women's right to her own body. #SemST,Legalization of Abortion,FAVOR,EO,neg,who is for it. I'm not. But am for a women's right to her own body. SemST,1,['SemST'],i not but women right bodi semst
So anti-choice laws are telling these women they're incapable and shouldn't make decisions that involve their own body.   #SemST,Legalization of Abortion,FAVOR,EO,neg,So anti-choice laws are telling these women they're incapable and shouldn't make decisions that involve their own body. SemST,1,['SemST'],so anti choic law tell women incap make decis involv bodi semst
"Basically this documentary is ""You kill babies so we're going to kill you"" Lol the irony of pro-lifers. #aftertiller #SemST",Legalization of Abortion,FAVOR,EO,neg,"Basically this documentary is ""You kill babies so we're going to kill you"" Lol the irony of pro-lifers. aftertiller SemST",2,"['aftertiller', 'SemST']",basic documentari you kill babi go kill lol ironi pro lifer aftertil semst
@laurawrpie @ProWomanChoice d real question is. do u even research d side effects of abortion and contraceptives? #KnowYourFacts #SemST,Legalization of Abortion,AGAINST,EO,neg,d real question is. do u even research d side effects of abortion and contraceptives? KnowYourFacts SemST,2,"['KnowYourFacts', 'SemST']",real question u even research side effect abort contracept knowyourfact semst
"How can someone be calling for abortion in a speech and end it with ""God bless America""? #righttolife #SemST",Legalization of Abortion,AGAINST,EO,neg,"How can someone be calling for abortion in a speech and end it with ""God bless America""? righttolife SemST",2,"['righttolife', 'SemST']",how someon call abort speech end god bless america righttolif semst
"Dear to who it may concern;""YOU stand up for my right to live.   #Baby #murder #RightToLife #unborn #womensrights #legal #SemST",Legalization of Abortion,AGAINST,EO,neg,"Dear to who it may concern;""YOU stand up for my right to live. Baby murder RightToLife unborn womensrights legal SemST",7,"['Baby', 'murder', 'RightToLife', 'unborn', 'womensrights', 'legal', 'SemST']",dear may concern you stand right live babi murder righttolif unborn womensright legal semst
"@BuhayIpaglaban @blueskies366 There is no ""#abortion"" involved in taking the pill honey. #womenshealth #abortifacient #fail #SemST",Legalization of Abortion,AGAINST,WO,neg,"There is no ""abortion"" involved in taking the pill honey. womenshealth abortifacient fail SemST",5,"['abortion', 'womenshealth', 'abortifacient', 'fail', 'SemST']",there abort involv take pill honey womenshealth abortifaci fail semst
@LibertyBleeds every one in Congress should attend an abortion procedure especially partial birth that they VOTE FOR #ccot #tcot #SemST,Legalization of Abortion,AGAINST,EO,neg,every one in Congress should attend an abortion procedure especially partial birth that they VOTE FOR ccot tcot SemST,3,"['ccot', 'tcot', 'SemST']",everi one congress attend abort procedur especi partial birth vote for ccot tcot semst
I have a right to identify as pregnant and have an abortion. Having an abortion confirms my power of choice. #PregnancyForAll #SemST,Legalization of Abortion,AGAINST,WO,pos,I have a right to identify as pregnant and have an abortion. Having an abortion confirms my power of choice. PregnancyForAll SemST,2,"['PregnancyForAll', 'SemST']",i right identifi pregnant abort have abort confirm power choic pregnancyforal semst
@notmuchelse And accepting with love any children arising from Union of marriage or at least taking responsibility for life created #SemST,Legalization of Abortion,AGAINST,EO,pos,And accepting with love any children arising from Union of marriage or at least taking responsibility for life created SemST,1,['SemST'],and accept love children aris union marriag least take respons life creat semst
Every1 needs 2 c @Rick_Reyna & @rallysforchrist's movie #TheRallyLA. It's life transforming. #drugs #forgive #SWBC2015 #Salvation #SemST,Legalization of Abortion,AGAINST,WO,pos,Every1 needs 2 c & movie TheRallyLA. It's life transforming. drugs forgive SWBC2015 Salvation SemST,6,"['TheRallyLA', 'drugs', 'forgive', 'SWBC2015', 'Salvation', 'SemST']",everi need c movi therallyla it life transform drug forgiv swbc salvat semst
@JaxLeSigh Evidence proves that morbidity & mortality rates of legal abortion r a lot higher dan carrying pregnancy 2 term #teens #SemST,Legalization of Abortion,AGAINST,EO,neg,Evidence proves that morbidity & mortality rates of legal abortion r a lot higher dan carrying pregnancy 2 term teens SemST,2,"['teens', 'SemST']",evid prove morbid mortal rate legal abort r lot higher dan carri pregnanc term teen semst
Pray for the Navy yard. God please keep the casualties minimal.   #1A #2A #NRA #COS #CCOT #TGDN #PJNET  #WAKEUPAMERICA #SemST,Legalization of Abortion,AGAINST,WO,pos,Pray for the Navy yard. God please keep the casualties minimal. 1A 2A NRA COS CCOT TGDN PJNET WAKEUPAMERICA SemST,9,"['1A', '2A', 'NRA', 'COS', 'CCOT', 'TGDN', 'PJNET', 'WAKEUPAMERICA', 'SemST']",pray navi yard god pleas keep casualti minim a a nra cos ccot tgdn pjnet wakeupamerica semst
"Damn, interesting news when you find out you were almost a product of abortion #SemST",Legalization of Abortion,AGAINST,WO,neg,"Damn, interesting news when you find out you were almost a product of abortion SemST",1,['SemST'],damn interest news find almost product abort semst
"When Declaration of Independence was adopted, abortion was illegal in all 13 colonies. #txlege #SemST",Legalization of Abortion,AGAINST,WO,neg,"When Declaration of Independence was adopted, abortion was illegal in all 13 colonies. txlege SemST",2,"['txlege', 'SemST']",when declar independ adopt abort illeg coloni txlege semst
@notmuchelse It is no less your child before or after birth. One continuum of life. #SemST,Legalization of Abortion,AGAINST,EO,pos,It is no less your child before or after birth. One continuum of life. SemST,1,['SemST'],it less child birth one continuum life semst
"@cbrangel so, you support the choice of wether or not you'd like to kill someone? Would you kill a born baby? #SemST",Legalization of Abortion,AGAINST,EO,neg,"so, you support the choice of wether or not you'd like to kill someone? Would you kill a born baby? SemST",1,['SemST'],support choic wether not like kill someon would kill born babi semst
I am Nazi Holocaust survivor and I say that Abortion is America's Holocaust! -Sibylle Heidrich von Campe #holocaust #SemST,Legalization of Abortion,AGAINST,EO,neg,I am Nazi Holocaust survivor and I say that Abortion is America's Holocaust! -Sibylle Heidrich von Campe holocaust SemST,2,"['holocaust', 'SemST']",i nazi holocaust survivor i say abort america holocaust sibyll heidrich von camp holocaust semst
"How many location-efficient, #affordablehousing units could the NYC metro (pop. 23M) create if it built over all of its cemeteries? #SemST",Legalization of Abortion,NONE,NO,other,"How many location-efficient, affordablehousing units could the NYC metro (pop. 23M) create if it built over all of its cemeteries? SemST",2,"['affordablehousing', 'SemST']",how mani locat effici affordableh unit could nyc metro pop m creat built cemeteri semst
@VeronicaCoffin @Fingersflying the irony of Margaret Sanger wanting to rid the world of blacks. #SemST,Legalization of Abortion,AGAINST,WO,neg,the irony of Margaret Sanger wanting to rid the world of blacks. SemST,1,['SemST'],ironi margaret sanger want rid world black semst
@DrottM I'm curious Mary are you a meat eater and an animal hide wearer? #SemST,Legalization of Abortion,NONE,WO,neg,I'm curious Mary are you a meat eater and an animal hide wearer? SemST,1,['SemST'],i curious mari meat eater anim hide wearer semst
"Hail (Mary), full of grace! The Lord is with you. (Luke 1:28) #SemST",Legalization of Abortion,AGAINST,WO,pos,"Hail (Mary), full of grace! The Lord is with you. (Luke 1:28) SemST",1,['SemST'],hail mari full grace the lord luke semst
CPCs in this town of 5000: 2. #goddamn #SemST,Legalization of Abortion,AGAINST,WO,neg,CPCs in this town of 5000: 2. goddamn SemST,2,"['goddamn', 'SemST']",cpcs town goddamn semst
Monk's Hobbit is back in Twitter. #Catholics #SemST,Legalization of Abortion,NONE,WO,other,Monk's Hobbit is back in Twitter. Catholics SemST,2,"['Catholics', 'SemST']",monk hobbit back twitter cathol semst
@FaceTheNation @nytimes where is #SilencedDiscourse for @TheDemocrats #Divisions on #SchoolChoice #Taxes #DoubleStandard #Biased #SemST,Legalization of Abortion,AGAINST,EO,neg,where is SilencedDiscourse for Divisions on SchoolChoice Taxes DoubleStandard Biased SemST,7,"['SilencedDiscourse', 'Divisions', 'SchoolChoice', 'Taxes', 'DoubleStandard', 'Biased', 'SemST']",silenceddiscours divis schoolchoic tax doublestandard bias semst
@micknugent What nonsense is this colleague of yours writing about?? #everylifematters #SemST,Legalization of Abortion,AGAINST,EO,neg,What nonsense is this colleague of yours writing about?? everylifematters SemST,2,"['everylifematters', 'SemST']",what nonsens colleagu write everylifematt semst
@Jizismyname can't wait to see you on @heyqweentv #JizIsMyName #ElectronicaDrugDealer #Jiz  #SemST,Legalization of Abortion,AGAINST,EO,pos,can't wait to see you on JizIsMyName ElectronicaDrugDealer Jiz SemST,4,"['JizIsMyName', 'ElectronicaDrugDealer', 'Jiz', 'SemST']",wait see jizismynam electronicadrugdeal jiz semst
#HDR - top set up in the Warm up area @HuddsCriterium ... Chilling and chatting with @GabzCullaigh before the racing. #Topriders #SemST,Legalization of Abortion,NONE,WO,pos,HDR - top set up in the Warm up area ... Chilling and chatting with before the racing. Topriders SemST,3,"['HDR', 'Topriders', 'SemST']",hdr top set warm area chill chat race toprid semst
@Stephen_C_Ward  What are they doing with acid signs oh yeah their all tripping #lsd  #SemST,Legalization of Abortion,AGAINST,WO,neg,What are they doing with acid signs oh yeah their all tripping lsd SemST,2,"['lsd', 'SemST']",what acid sign oh yeah trip lsd semst
@notmuchelse & purely physical enjoyment with no responsibility attached #SemST,Legalization of Abortion,NONE,NO,neg,& purely physical enjoyment with no responsibility attached SemST,1,['SemST'],pure physic enjoy respons attach semst
The most horrific violence in America is the war on babies. #SemST,Legalization of Abortion,AGAINST,EO,neg,The most horrific violence in America is the war on babies. SemST,1,['SemST'],the horrif violenc america war babi semst
