Tweet,Target,Stance,Opinion Towards,Sentiment,first_cleaning_text,n_hashtags,hashtags,cleaned_text
I am about to deck these 2 bitches in the fucking mouth.  #1A #2A #NRA #COS #CCOT #TGDN #PJNET  #WAKEUPAMERICA #SemST,Legalization of Abortion,AGAINST,WO,neg,I am about to deck these 2 bitches in the fucking mouth. 1A 2A NRA COS CCOT TGDN PJNET WAKEUPAMERICA SemST,9,"['1A', '2A', 'NRA', 'COS', 'CCOT', 'TGDN', 'PJNET', 'WAKEUPAMERICA', 'SemST']",i deck bitch fuck mouth a a nra cos ccot tgdn pjnet wakeupamerica semst
Pro Choice? Just choose to kill yourself after your baby is born. #SemST,Legalization of Abortion,AGAINST,EO,neg,Pro Choice? Just choose to kill yourself after your baby is born. SemST,1,['SemST'],pro choic just choos kill babi born semst
@ConnectCatholic The justification of abortion is rooted in selfishness & fear & they come from lack of faith & self centeredness #SemST,Legalization of Abortion,AGAINST,EO,neg,The justification of abortion is rooted in selfishness & fear & they come from lack of faith & self centeredness SemST,1,['SemST'],the justif abort root selfish fear come lack faith self centered semst
Liberals say I need more tolerance. I say screw tolerating murder.                                #AbortionKills #ToleranceIsDeath #SemST,Legalization of Abortion,AGAINST,EO,neg,Liberals say I need more tolerance. I say screw tolerating murder. AbortionKills ToleranceIsDeath SemST,3,"['AbortionKills', 'ToleranceIsDeath', 'SemST']",liber say i need toler i say screw toler murder abortionkil toleranceisdeath semst
Solidarity with all at the counter #rally4life - Ireland won't be equal until women have full control of our bodies #repealthe8th #SemST,Legalization of Abortion,AGAINST,EO,pos,Solidarity with all at the counter rally4life - Ireland won't be equal until women have full control of our bodies repealthe8th SemST,3,"['rally4life', 'repealthe8th', 'SemST']",solidar counter ralli life ireland equal women full control bodi repealth th semst
"Hi @HillaryClinton while you are campaigning, 3000 innocent lives were killed by your pals #rednationrising #uniteblue #SemST",Legalization of Abortion,AGAINST,EO,neg,"Hi while you are campaigning, 3000 innocent lives were killed by your pals rednationrising uniteblue SemST",3,"['rednationrising', 'uniteblue', 'SemST']",hi campaign innoc live kill pal rednationris uniteblu semst
Those who deny women who've been raped abortion are the same ppl who tell rape victims they asked for it. #rape #SemST,Legalization of Abortion,AGAINST,EO,neg,Those who deny women who've been raped abortion are the same ppl who tell rape victims they asked for it. rape SemST,2,"['rape', 'SemST']",those deni women rape abort ppl tell rape victim ask rape semst
"I was an accidental baby and as far as I know, my parents were happy to have me. #thanksmom #SemST",Legalization of Abortion,AGAINST,EO,pos,"I was an accidental baby and as far as I know, my parents were happy to have me. thanksmom SemST",2,"['thanksmom', 'SemST']",i accident babi far i know parent happi thanksmom semst
@notmuchelse & purely physical enjoyment with no responsibility attached #SemST,Legalization of Abortion,NONE,NO,neg,& purely physical enjoyment with no responsibility attached SemST,1,['SemST'],pure physic enjoy respons attach semst
"@nytimes while you are at it, eliminate all drugs, cars, planes, food, electricity, and anything else that MAY cause a death. #SemST",Legalization of Abortion,NONE,WO,neg,"while you are at it, eliminate all drugs, cars, planes, food, electricity, and anything else that MAY cause a death. SemST",1,['SemST'],elimin drug car plane food electr anyth els may caus death semst
pro-choicers are basically tryna fight oppression with more  oppression . #feminist #SemST,Legalization of Abortion,AGAINST,WO,neg,pro-choicers are basically tryna fight oppression with more oppression . feminist SemST,2,"['feminist', 'SemST']",pro choicer basic tryna fight oppress oppress feminist semst
I'll celebrate #IndependenceDay when EVERYONE in this country is equally free & not living in fear & poverty! #EqualityForAll #p2 #SemST,Legalization of Abortion,AGAINST,EO,other,I'll celebrate IndependenceDay when EVERYONE in this country is equally free & not living in fear & poverty! EqualityForAll p2 SemST,4,"['IndependenceDay', 'EqualityForAll', 'p2', 'SemST']",i celebr independenceday everyon countri equal free not live fear poverti equalityforal p semst
"#Fiona Bruce wants a government that forces women to have children, and then refuses to financially help them. #bodyautonomy #SemST",Legalization of Abortion,FAVOR,EO,neg,"Fiona Bruce wants a government that forces women to have children, and then refuses to financially help them. bodyautonomy SemST",3,"['Fiona', 'bodyautonomy', 'SemST']",fiona bruce want govern forc women children refus financi help bodyautonomi semst
@laurawrpie protect them by informing #HIV s acquired by having sex even wen using #condoms HIGH #RISK of acquiring it #teens #SemST,Legalization of Abortion,NONE,WO,neg,protect them by informing HIV s acquired by having sex even wen using condoms HIGH RISK of acquiring it teens SemST,5,"['HIV', 'condoms', 'RISK', 'teens', 'SemST']",protect inform hiv acquir sex even wen use condom high risk acquir teen semst
#ICCPR report does not cite any reasons for the changes in the legislation regulating. #macedonia #law # #SemST,Legalization of Abortion,AGAINST,WO,neg,ICCPR report does not cite any reasons for the changes in the legislation regulating. macedonia law # SemST,4,"['ICCPR', 'macedonia', 'law', 'SemST']",iccpr report not cite reason chang legisl regul macedonia law semst
Of course an embryo is a person! If it were a puppy there'd be no desire to abort it. #SemST,Legalization of Abortion,AGAINST,EO,neg,Of course an embryo is a person! If it were a puppy there'd be no desire to abort it. SemST,1,['SemST'],of cours embryo person if puppi desir abort semst
"@irritatedwoman I don't know about you, but I didn't vote for the GOP to capitulate to the Dems. #AllLivesMatter #SemST",Legalization of Abortion,AGAINST,WO,neg,"I don't know about you, but I didn't vote for the GOP to capitulate to the Dems. AllLivesMatter SemST",2,"['AllLivesMatter', 'SemST']",i know i vote gop capitul dem alllivesmatt semst
Living in a pub isnt all that good when your friends turn into alcoholics @jbrowne_94  #refresher #smurf #noonewillunderstand #SemST,Legalization of Abortion,NONE,WO,neg,Living in a pub isnt all that good when your friends turn into alcoholics refresher smurf noonewillunderstand SemST,4,"['refresher', 'smurf', 'noonewillunderstand', 'SemST']",live pub isnt good friend turn alcohol refresh smurf noonewillunderstand semst
Every year I see #rally4life ads & think 'that sounds great!' Stop tricking me into thinking you want sth positive! #repealthe8th #SemST,Legalization of Abortion,AGAINST,EO,neg,Every year I see rally4life ads & think 'that sounds great!' Stop tricking me into thinking you want sth positive! repealthe8th SemST,3,"['rally4life', 'repealthe8th', 'SemST']",everi year i see ralli life ad think sound great stop trick think want sth posit repealth th semst
Yes. Antis just don't make sense.  #WarOnWomen #SemST,Legalization of Abortion,NONE,WO,neg,Yes. Antis just don't make sense. WarOnWomen SemST,2,"['WarOnWomen', 'SemST']",yes anti make sens waronwomen semst
#populationcontrol = controlling the incoming generations. that's why there's #demographicwinter  #epicfail  #philippines #rhlaw. #SemST,Legalization of Abortion,AGAINST,WO,neg,populationcontrol = controlling the incoming generations. that's why there's demographicwinter epicfail philippines rhlaw. SemST,6,"['populationcontrol', 'demographicwinter', 'epicfail', 'philippines', 'rhlaw', 'SemST']",populationcontrol control incom generat demographicwint epicfail philippin rhlaw semst
So anti-choice laws are telling these women they're incapable and shouldn't make decisions that involve their own body.   #SemST,Legalization of Abortion,FAVOR,EO,neg,So anti-choice laws are telling these women they're incapable and shouldn't make decisions that involve their own body. SemST,1,['SemST'],so anti choic law tell women incap make decis involv bodi semst
"In 1776 we killed the conservatives, freed ourselves from that crap #rightwing #Christian #ChurchState #Tyranny. #Uniteblue #tcot #SemST",Legalization of Abortion,AGAINST,EO,neg,"In 1776 we killed the conservatives, freed ourselves from that crap rightwing Christian ChurchState Tyranny. Uniteblue tcot SemST",7,"['rightwing', 'Christian', 'ChurchState', 'Tyranny', 'Uniteblue', 'tcot', 'SemST']",in kill conserv freed crap rightw christian churchstat tyranni uniteblu tcot semst
@__Porky @P226_Sig @_HankRearden @jrmadmen @aemdee who is for it. I'm not. But am for a women's right to her own body. #SemST,Legalization of Abortion,FAVOR,EO,neg,who is for it. I'm not. But am for a women's right to her own body. SemST,1,['SemST'],i not but women right bodi semst
@nosilentsprings And an even worse place from which to make medical decisions FOR OTHER PEOPLE #mybodymychoice #notyours #notgovt #SemST,Legalization of Abortion,FAVOR,EO,neg,And an even worse place from which to make medical decisions FOR OTHER PEOPLE mybodymychoice notyours notgovt SemST,4,"['mybodymychoice', 'notyours', 'notgovt', 'SemST']",and even wors place make medic decis for other peopl mybodymychoic notyour notgovt semst
@mistyaiya Just saw your review of @chadkultgen's book at Amazon. I have to say I totally agree with you. A sick marketing ploy. #SemST,Legalization of Abortion,NONE,NO,other,Just saw your review of book at Amazon. I have to say I totally agree with you. A sick marketing ploy. SemST,1,['SemST'],just saw review book amazon i say i total agre a sick market ploy semst
"@LifeSite Right, where are the pre-born women's rights? #allLivesMatter #equalRights #SemST",Legalization of Abortion,AGAINST,EO,neg,"Right, where are the pre-born women's rights? allLivesMatter equalRights SemST",3,"['allLivesMatter', 'equalRights', 'SemST']",right pre born women right alllivesmatt equalright semst
"Fallopians 3:16 ""Not your fuckin' pregnancy - not your fuckin' business!""  #SemST",Legalization of Abortion,FAVOR,EO,neg,"Fallopians 3:16 ""Not your fuckin' pregnancy - not your fuckin' business!"" SemST",1,['SemST'],fallopian not fuckin pregnanc not fuckin busi semst
The #rally4life  shows yet again what little support these people have.  #repealthe8th #SemST,Legalization of Abortion,AGAINST,EO,neg,The rally4life shows yet again what little support these people have. repealthe8th SemST,3,"['rally4life', 'repealthe8th', 'SemST']",the ralli life show yet littl support peopl repealth th semst
A bundle of cells feels more pain than a fully grown women? no. #SemST,Legalization of Abortion,AGAINST,EO,neg,A bundle of cells feels more pain than a fully grown women? no. SemST,1,['SemST'],a bundl cell feel pain fulli grown women semst
",@CoraSherlock When is Ms C case you've been promising happening? When'll a court be asked adjudicate her claims? #repealthe8th #SemST",Legalization of Abortion,AGAINST,EO,neg,",@CoraSherlock When is Ms C case you've been promising happening? When'll a court be asked adjudicate her claims? repealthe8th SemST",2,"['repealthe8th', 'SemST']",corasherlock when ms c case promis happen when court ask adjud claim repealth th semst
@HillaryClinton #gop as whole party has backwards ideas on #immigration #votingrights #womensright #civilrights. #healthcare #dapa #SemST,Legalization of Abortion,AGAINST,WO,neg,gop as whole party has backwards ideas on immigration votingrights womensright civilrights. healthcare dapa SemST,8,"['gop', 'immigration', 'votingrights', 'womensright', 'civilrights', 'healthcare', 'dapa', 'SemST']",gop whole parti backward idea immigr votingright womensright civilright healthcar dapa semst
@BuhayIpaglaban @laurawrpie @_msthirdward @blueskies366 I'm totally cool with this image. Was the fetus unviable? Health at risk? #SemST,Legalization of Abortion,AGAINST,EO,other,I'm totally cool with this image. Was the fetus unviable? Health at risk? SemST,1,['SemST'],i total cool imag was fetus unviabl health risk semst
If #Freewill is good enough for your #god it should be good enough for you. #SemST,Legalization of Abortion,AGAINST,EO,pos,If Freewill is good enough for your god it should be good enough for you. SemST,3,"['Freewill', 'god', 'SemST']",if freewil good enough god good enough semst
Why are Tumblr feminists so territorial? Pro-lifers can't even voice their opinions without being attacked. #ProLifeProblems #SemST,Legalization of Abortion,AGAINST,EO,neg,Why are Tumblr feminists so territorial? Pro-lifers can't even voice their opinions without being attacked. ProLifeProblems SemST,2,"['ProLifeProblems', 'SemST']",whi tumblr feminist territori pro lifer even voic opinion without attack prolifeproblem semst
Dear America: If only a 3D ultrasound picture could evoke the same emotional response. #lifeisprecious #SemST,Legalization of Abortion,AGAINST,EO,neg,Dear America: If only a 3D ultrasound picture could evoke the same emotional response. lifeisprecious SemST,2,"['lifeisprecious', 'SemST']",dear america if d ultrasound pictur could evok emot respons lifeispreci semst
Just been having rather horrible discussion with @Tim_Hallan - reminder that we have a long way to go. #HumanRights #healthcare #SemST,Legalization of Abortion,NONE,WO,neg,Just been having rather horrible discussion with - reminder that we have a long way to go. HumanRights healthcare SemST,3,"['HumanRights', 'healthcare', 'SemST']",just rather horribl discuss remind long way go humanright healthcar semst
#ChildrensCentre's in the #UK have stay & play sessions for very young / single parents  #childcare #parenting #SemST,Legalization of Abortion,AGAINST,WO,pos,ChildrensCentre's in the UK have stay & play sessions for very young / single parents childcare parenting SemST,5,"['ChildrensCentre', 'UK', 'childcare', 'parenting', 'SemST']",childrenscentr uk stay play session young singl parent childcar parent semst
I hope you all either enjoy the rugby or enjoy not enjoying the rugby #SemST,Legalization of Abortion,AGAINST,EO,pos,I hope you all either enjoy the rugby or enjoy not enjoying the rugby SemST,1,['SemST'],i hope either enjoy rugbi enjoy not enjoy rugbi semst
Where is the childcare program @joanburton which you said would be in place? #loneparents #7istooyoung #SemST,Legalization of Abortion,AGAINST,WO,neg,Where is the childcare program which you said would be in place? loneparents 7istooyoung SemST,3,"['loneparents', '7istooyoung', 'SemST']",where childcar program said would place lonepar istooyoung semst
"Leftist, Progressives love 2lie & claim they believe in God, but if they do they would never support #gaymarriage #Obamacare #SemST",Legalization of Abortion,AGAINST,EO,neg,"Leftist, Progressives love 2lie & claim they believe in God, but if they do they would never support gaymarriage Obamacare SemST",3,"['gaymarriage', 'Obamacare', 'SemST']",leftist progress love lie claim believ god would never support gaymarriag obamacar semst
Watch out for censorship in your news and media! #politicalrevolution #immigration #RedNationRising #Constitution #CorruptMedia #SemST,Legalization of Abortion,NONE,WO,neg,Watch out for censorship in your news and media! politicalrevolution immigration RedNationRising Constitution CorruptMedia SemST,6,"['politicalrevolution', 'immigration', 'RedNationRising', 'Constitution', 'CorruptMedia', 'SemST']",watch censorship news media politicalrevolut immigr rednationris constitut corruptmedia semst
@notmuchelse Don't get pregnant! Make sure you don't get pregnant if you'd just kill your child if you do! @chooseliferacer #SemST,Legalization of Abortion,AGAINST,EO,neg,Don't get pregnant! Make sure you don't get pregnant if you'd just kill your child if you do! SemST,1,['SemST'],don get pregnant make sure get pregnant kill child semst
Anti choice laws are sexist because they only effect women*.   #SemST,Legalization of Abortion,FAVOR,EO,neg,Anti choice laws are sexist because they only effect women*. SemST,1,['SemST'],anti choic law sexist effect women semst
"The point is BODILY AUTONOMY. A born child can rely on other people, and can LIVE by itself   #SemST",Legalization of Abortion,AGAINST,EO,neg,"The point is BODILY AUTONOMY. A born child can rely on other people, and can LIVE by itself SemST",1,['SemST'],the point bodili autonomi a born child reli peopl live semst
'Snarck' - a snarky hack who puts down ordinary folk who dares question their pontifical commentaries  #SemST,Legalization of Abortion,NONE,WO,neg,'Snarck' - a snarky hack who puts down ordinary folk who dares question their pontifical commentaries SemST,1,['SemST'],snarck snarki hack put ordinari folk dare question pontif commentari semst
@ShowTruth You're truly unwelcome here. Please leave.  #ygk #SemST,Legalization of Abortion,NONE,WO,neg,You're truly unwelcome here. Please leave. ygk SemST,2,"['ygk', 'SemST']",you truli unwelcom pleas leav ygk semst
