Tweet,Target,Stance,Opinion Towards,Sentiment,first_cleaning_text,n_hashtags,hashtags,cleaned_text
FYI: Whoopi Goldberg is a feminist hero for her six abortions. #WomenAgainstFeminism #SemST,Legalization of Abortion,AGAINST,EO,neg,FYI: Whoopi Goldberg is a feminist hero for her six abortions. WomenAgainstFeminism SemST,2,"['WomenAgainstFeminism', 'SemST']",fyi whoopi goldberg feminist hero six abort womenagainstfemin semst
@mistyaiya Just saw your review of @chadkultgen's book at Amazon. I have to say I totally agree with you. A sick marketing ploy. #SemST,Legalization of Abortion,NONE,NO,other,Just saw your review of book at Amazon. I have to say I totally agree with you. A sick marketing ploy. SemST,1,['SemST'],just saw review book amazon i say i total agre a sick market ploy semst
"RT @RandForeman: It's so easy to be Pro-Choice, especially when you're not the one getting your skull crushed. #SemST",Legalization of Abortion,AGAINST,EO,neg,"RT It's so easy to be Pro-Choice, especially when you're not the one getting your skull crushed. SemST",1,['SemST'],rt it easi pro choic especi not one get skull crush semst
For great is thy mercy toward me; & thou hast delivered my soul from an evil place. Amen #Christian #SemST,Legalization of Abortion,AGAINST,EO,pos,For great is thy mercy toward me; & thou hast delivered my soul from an evil place. Amen Christian SemST,2,"['Christian', 'SemST']",for great thi merci toward thou hast deliv soul evil place amen christian semst
I support @GovMikeHuckabee because I want to see Planned Parenthood gone. #SemST,Legalization of Abortion,AGAINST,EO,pos,I support because I want to see Planned Parenthood gone. SemST,1,['SemST'],i support i want see plan parenthood gone semst
"#rally4life Motherhood is for some much-wanted,for others it is not.It should be by choice, not by force. Respect women's choices #SemST",Legalization of Abortion,AGAINST,EO,pos,"rally4life Motherhood is for some much-wanted,for others it is not.It should be by choice, not by force. Respect women's choices SemST",2,"['rally4life', 'SemST']",ralli life motherhood much want other not it choic not forc respect women choic semst
This #rally4life shit! How people support it I'll never understand. #SemST,Legalization of Abortion,AGAINST,EO,neg,This rally4life shit! How people support it I'll never understand. SemST,2,"['rally4life', 'SemST']",this ralli life shit how peopl support i never understand semst
Of course an embryo is a person! If it were a puppy there'd be no desire to abort it. #SemST,Legalization of Abortion,AGAINST,EO,neg,Of course an embryo is a person! If it were a puppy there'd be no desire to abort it. SemST,1,['SemST'],of cours embryo person if puppi desir abort semst
"Compromising on #sin gets easier as time goes on. Oh yeah, it didn't just start! #sexual-impurity #WakeUpAmerica #SemST",Legalization of Abortion,AGAINST,WO,neg,"Compromising on sin gets easier as time goes on. Oh yeah, it didn't just start! sexual-impurity WakeUpAmerica SemST",4,"['sin', 'sexual', 'WakeUpAmerica', 'SemST']",compromis sin get easier time goe oh yeah start sexual impur wakeupamerica semst
"Yea, let's make a woman suffer 18 years and raise a child with an unfit parent who hates it because of ""morality"". #SemST",Legalization of Abortion,FAVOR,EO,neg,"Yea, let's make a woman suffer 18 years and raise a child with an unfit parent who hates it because of ""morality"". SemST",1,['SemST'],yea let make woman suffer year rais child unfit parent hate moral semst
#ChildrensCentre's in the #UK have stay & play sessions for very young / single parents  #childcare #parenting #SemST,Legalization of Abortion,AGAINST,WO,pos,ChildrensCentre's in the UK have stay & play sessions for very young / single parents childcare parenting SemST,5,"['ChildrensCentre', 'UK', 'childcare', 'parenting', 'SemST']",childrenscentr uk stay play session young singl parent childcar parent semst
"@nytimes while you are at it, eliminate all drugs, cars, planes, food, electricity, and anything else that MAY cause a death. #SemST",Legalization of Abortion,NONE,WO,neg,"while you are at it, eliminate all drugs, cars, planes, food, electricity, and anything else that MAY cause a death. SemST",1,['SemST'],elimin drug car plane food electr anyth els may caus death semst
@GBPstaff 1999 Meet the Press admitted to being Very Pro-Choice even with late term & Partial Birth Abortions.  He's sick!  #SemST,Legalization of Abortion,AGAINST,EO,neg,1999 Meet the Press admitted to being Very Pro-Choice even with late term & Partial Birth Abortions. He's sick! SemST,1,['SemST'],meet press admit veri pro choic even late term partial birth abort he sick semst
@nosilentsprings And an even worse place from which to make medical decisions FOR OTHER PEOPLE #mybodymychoice #notyours #notgovt #SemST,Legalization of Abortion,FAVOR,EO,neg,And an even worse place from which to make medical decisions FOR OTHER PEOPLE mybodymychoice notyours notgovt SemST,4,"['mybodymychoice', 'notyours', 'notgovt', 'SemST']",and even wors place make medic decis for other peopl mybodymychoic notyour notgovt semst
"@irritatedwoman I don't know about you, but I didn't vote for the GOP to capitulate to the Dems. #AllLivesMatter #SemST",Legalization of Abortion,AGAINST,WO,neg,"I don't know about you, but I didn't vote for the GOP to capitulate to the Dems. AllLivesMatter SemST",2,"['AllLivesMatter', 'SemST']",i know i vote gop capitul dem alllivesmatt semst
Why are Tumblr feminists so territorial? Pro-lifers can't even voice their opinions without being attacked. #ProLifeProblems #SemST,Legalization of Abortion,AGAINST,EO,neg,Why are Tumblr feminists so territorial? Pro-lifers can't even voice their opinions without being attacked. ProLifeProblems SemST,2,"['ProLifeProblems', 'SemST']",whi tumblr feminist territori pro lifer even voic opinion without attack prolifeproblem semst
Societies that put to death the weak and vulnerable are more violent. #Nazis #streetgangs #Communists #AssistedSuicide #SemST,Legalization of Abortion,AGAINST,WO,neg,Societies that put to death the weak and vulnerable are more violent. Nazis streetgangs Communists AssistedSuicide SemST,5,"['Nazis', 'streetgangs', 'Communists', 'AssistedSuicide', 'SemST']",societi put death weak vulner violent nazi streetgang communist assistedsuicid semst
Living in a pub isnt all that good when your friends turn into alcoholics @jbrowne_94  #refresher #smurf #noonewillunderstand #SemST,Legalization of Abortion,NONE,WO,neg,Living in a pub isnt all that good when your friends turn into alcoholics refresher smurf noonewillunderstand SemST,4,"['refresher', 'smurf', 'noonewillunderstand', 'SemST']",live pub isnt good friend turn alcohol refresh smurf noonewillunderstand semst
"The point is BODILY AUTONOMY. A born child can rely on other people, and can LIVE by itself   #SemST",Legalization of Abortion,AGAINST,EO,neg,"The point is BODILY AUTONOMY. A born child can rely on other people, and can LIVE by itself SemST",1,['SemST'],the point bodili autonomi a born child reli peopl live semst
Watch out for censorship in your news and media! #politicalrevolution #immigration #RedNationRising #Constitution #CorruptMedia #SemST,Legalization of Abortion,NONE,WO,neg,Watch out for censorship in your news and media! politicalrevolution immigration RedNationRising Constitution CorruptMedia SemST,6,"['politicalrevolution', 'immigration', 'RedNationRising', 'Constitution', 'CorruptMedia', 'SemST']",watch censorship news media politicalrevolut immigr rednationris constitut corruptmedia semst
I'll celebrate #IndependenceDay when EVERYONE in this country is equally free & not living in fear & poverty! #EqualityForAll #p2 #SemST,Legalization of Abortion,AGAINST,EO,other,I'll celebrate IndependenceDay when EVERYONE in this country is equally free & not living in fear & poverty! EqualityForAll p2 SemST,4,"['IndependenceDay', 'EqualityForAll', 'p2', 'SemST']",i celebr independenceday everyon countri equal free not live fear poverti equalityforal p semst
@notmuchelse Don't get pregnant! Make sure you don't get pregnant if you'd just kill your child if you do! @chooseliferacer #SemST,Legalization of Abortion,AGAINST,EO,neg,Don't get pregnant! Make sure you don't get pregnant if you'd just kill your child if you do! SemST,1,['SemST'],don get pregnant make sure get pregnant kill child semst
@BaronTrader @DynaMoChen  Margret Sangers Looking a little rough!!!! #SemST,Legalization of Abortion,NONE,NO,neg,Margret Sangers Looking a little rough!!!! SemST,1,['SemST'],margret sanger look littl rough semst
@JaxLeSigh @ProWomanChoice  ur not aware that using #NaturalFamilyPlanning will have d same effect as birth spacing? #SemST,Legalization of Abortion,AGAINST,WO,neg,ur not aware that using NaturalFamilyPlanning will have d same effect as birth spacing? SemST,2,"['NaturalFamilyPlanning', 'SemST']",ur not awar use naturalfamilyplan effect birth space semst
Being a Democrat is never having to say you're sorry... #Slavery #Segregation #KKK #SemST,Legalization of Abortion,NONE,WO,neg,Being a Democrat is never having to say you're sorry... Slavery Segregation KKK SemST,4,"['Slavery', 'Segregation', 'KKK', 'SemST']",be democrat never say sorri slaveri segreg kkk semst
"@Cody_Fulk92 @ntfem @brettzawesome Actually, child-murder is far worse these days. We live in more savage times. #SemST",Legalization of Abortion,AGAINST,EO,neg,"Actually, child-murder is far worse these days. We live in more savage times. SemST",1,['SemST'],actual child murder far wors day we live savag time semst
I cannot believe there are still people in this century who opposed to women having rights over their own bodies! #disgusted #SemST,Legalization of Abortion,FAVOR,EO,neg,I cannot believe there are still people in this century who opposed to women having rights over their own bodies! disgusted SemST,2,"['disgusted', 'SemST']",i cannot believ still peopl centuri oppos women right bodi disgust semst
I can think of a thousand things more important than Keith Olbermann. #SanctuaryCities #IRSscandal #Benghazi #Bergdahl #USDebt #SemST,Legalization of Abortion,NONE,WO,neg,I can think of a thousand things more important than Keith Olbermann. SanctuaryCities IRSscandal Benghazi Bergdahl USDebt SemST,6,"['SanctuaryCities', 'IRSscandal', 'Benghazi', 'Bergdahl', 'USDebt', 'SemST']",i think thousand thing import keith olbermann sanctuaryc irsscand benghazi bergdahl usdebt semst
"Not your uterus, not your choice--from conception on, it really is THAT simple! #fem2gen #YesAllWomen #SemST",Legalization of Abortion,FAVOR,EO,pos,"Not your uterus, not your choice--from conception on, it really is THAT simple! fem2gen YesAllWomen SemST",3,"['fem2gen', 'YesAllWomen', 'SemST']",not uterus not choic concept realli that simpl fem gen yesallwomen semst
Was at the planned parenthood protest in #fitchburg today with the image of Our Lady of America #catholic #SemST,Legalization of Abortion,AGAINST,EO,neg,Was at the planned parenthood protest in fitchburg today with the image of Our Lady of America catholic SemST,3,"['fitchburg', 'catholic', 'SemST']",was plan parenthood protest fitchburg today imag our ladi america cathol semst
Where is the childcare program @joanburton which you said would be in place? #loneparents #7istooyoung #SemST,Legalization of Abortion,AGAINST,WO,neg,Where is the childcare program which you said would be in place? loneparents 7istooyoung SemST,3,"['loneparents', '7istooyoung', 'SemST']",where childcar program said would place lonepar istooyoung semst
"We need more public funding for birth control, condoms and abortions, especially abortions. #budget2015 #Election2016 #SemST",Legalization of Abortion,FAVOR,EO,neg,"We need more public funding for birth control, condoms and abortions, especially abortions. budget2015 Election2016 SemST",3,"['budget2015', 'Election2016', 'SemST']",we need public fund birth control condom abort especi abort budget elect semst
Wish I could be at the #rallyforlife counter protest. Women are people. Fetuses are clumps of cells. End of story. #ireland #SemST,Legalization of Abortion,AGAINST,EO,other,Wish I could be at the rallyforlife counter protest. Women are people. Fetuses are clumps of cells. End of story. ireland SemST,3,"['rallyforlife', 'ireland', 'SemST']",wish i could rallyforlif counter protest women peopl fetus clump cell end stori ireland semst
"We declare that all people have worth and value even if the whole world calls them ""unwanted""! #SemST",Legalization of Abortion,AGAINST,EO,neg,"We declare that all people have worth and value even if the whole world calls them ""unwanted""! SemST",1,['SemST'],we declar peopl worth valu even whole world call unwant semst
"Leftist, Progressives love 2lie & claim they believe in God, but if they do they would never support #gaymarriage #Obamacare #SemST",Legalization of Abortion,AGAINST,EO,neg,"Leftist, Progressives love 2lie & claim they believe in God, but if they do they would never support gaymarriage Obamacare SemST",3,"['gaymarriage', 'Obamacare', 'SemST']",leftist progress love lie claim believ god would never support gaymarriag obamacar semst
@laurawrpie protect them by informing #HIV s acquired by having sex even wen using #condoms HIGH #RISK of acquiring it #teens #SemST,Legalization of Abortion,NONE,WO,neg,protect them by informing HIV s acquired by having sex even wen using condoms HIGH RISK of acquiring it teens SemST,5,"['HIV', 'condoms', 'RISK', 'teens', 'SemST']",protect inform hiv acquir sex even wen use condom high risk acquir teen semst
'Snarck' - a snarky hack who puts down ordinary folk who dares question their pontifical commentaries  #SemST,Legalization of Abortion,NONE,WO,neg,'Snarck' - a snarky hack who puts down ordinary folk who dares question their pontifical commentaries SemST,1,['SemST'],snarck snarki hack put ordinari folk dare question pontif commentari semst
Oh you dont like that Im Pro-choice.  Pftt. Dont try to force me to be pro-life. Fuck off   #sorrynotsorry #SemST,Legalization of Abortion,FAVOR,EO,neg,Oh you dont like that Im Pro-choice. Pftt. Dont try to force me to be pro-life. Fuck off sorrynotsorry SemST,2,"['sorrynotsorry', 'SemST']",oh dont like im pro choic pftt dont tri forc pro life fuck sorrynotsorri semst
Obama Administration sends 5.6 million dollars to #SemST,Legalization of Abortion,NONE,NO,other,Obama Administration sends 5.6 million dollars to SemST,1,['SemST'],obama administr send million dollar semst
#HDR - top set up in the Warm up area @HuddsCriterium ... Chilling and chatting with @GabzCullaigh before the racing. #Topriders #SemST,Legalization of Abortion,NONE,WO,pos,HDR - top set up in the Warm up area ... Chilling and chatting with before the racing. Topriders SemST,3,"['HDR', 'Topriders', 'SemST']",hdr top set warm area chill chat race toprid semst
"I'm kind of scared for the elderly in our country. In a few years, we'll be aborting them too. #americathesocialist #SemST",Legalization of Abortion,AGAINST,EO,neg,"I'm kind of scared for the elderly in our country. In a few years, we'll be aborting them too. americathesocialist SemST",2,"['americathesocialist', 'SemST']",i kind scare elder countri in year abort americathesocialist semst
"Fallopians 3:16 ""Not your fuckin' pregnancy - not your fuckin' business!""  #SemST",Legalization of Abortion,FAVOR,EO,neg,"Fallopians 3:16 ""Not your fuckin' pregnancy - not your fuckin' business!"" SemST",1,['SemST'],fallopian not fuckin pregnanc not fuckin busi semst
@notmuchelse But of course today one doesn't have to be responsible You can kill your child instead! #SemST,Legalization of Abortion,AGAINST,EO,neg,But of course today one doesn't have to be responsible You can kill your child instead! SemST,1,['SemST'],but cours today one respons you kill child instead semst
"You can't give the ""death penalty"" to something not living sentient or autonomous #WarOnWomen #roe42 #reprohealth #SemST",Legalization of Abortion,FAVOR,EO,neg,"You can't give the ""death penalty"" to something not living sentient or autonomous WarOnWomen roe42 reprohealth SemST",4,"['WarOnWomen', 'roe42', 'reprohealth', 'SemST']",you give death penalti someth not live sentient autonom waronwomen roe reprohealth semst
If #Freewill is good enough for your #god it should be good enough for you. #SemST,Legalization of Abortion,AGAINST,EO,pos,If Freewill is good enough for your god it should be good enough for you. SemST,3,"['Freewill', 'god', 'SemST']",if freewil good enough god good enough semst
@notmuchelse Giving birth is not pushing women toward death. #SemST,Legalization of Abortion,AGAINST,WO,neg,Giving birth is not pushing women toward death. SemST,1,['SemST'],give birth not push women toward death semst
1.2% of abortions happen at 21 weeks+  (these are only exceptions) #letstalkabortion #SemST,Legalization of Abortion,NONE,NO,other,1.2% of abortions happen at 21 weeks+ (these are only exceptions) letstalkabortion SemST,2,"['letstalkabortion', 'SemST']",abort happen week except letstalkabort semst
89% of abortions occur at the 12th week or before #letstalkabortion #SemST,Legalization of Abortion,NONE,NO,neg,89% of abortions occur at the 12th week or before letstalkabortion SemST,2,"['letstalkabortion', 'SemST']",abort occur th week letstalkabort semst
@VeronicaCoffin @Fingersflying the irony of Margaret Sanger wanting to rid the world of blacks. #SemST,Legalization of Abortion,AGAINST,WO,neg,the irony of Margaret Sanger wanting to rid the world of blacks. SemST,1,['SemST'],ironi margaret sanger want rid world black semst
Just been having rather horrible discussion with @Tim_Hallan - reminder that we have a long way to go. #HumanRights #healthcare #SemST,Legalization of Abortion,NONE,WO,neg,Just been having rather horrible discussion with - reminder that we have a long way to go. HumanRights healthcare SemST,3,"['HumanRights', 'healthcare', 'SemST']",just rather horribl discuss remind long way go humanright healthcar semst
@ShowTruth YOU CAN'T HANDLE THE TRUTH! People will always do it no matter the laws. #letdoctorsdoit #SemST,Legalization of Abortion,FAVOR,EO,neg,YOU CAN'T HANDLE THE TRUTH! People will always do it no matter the laws. letdoctorsdoit SemST,2,"['letdoctorsdoit', 'SemST']",you can t handl the truth peopl alway matter law letdoctorsdoit semst
@HillaryClinton #gop as whole party has backwards ideas on #immigration #votingrights #womensright #civilrights. #healthcare #dapa #SemST,Legalization of Abortion,AGAINST,WO,neg,gop as whole party has backwards ideas on immigration votingrights womensright civilrights. healthcare dapa SemST,8,"['gop', 'immigration', 'votingrights', 'womensright', 'civilrights', 'healthcare', 'dapa', 'SemST']",gop whole parti backward idea immigr votingright womensright civilright healthcar dapa semst
@__Porky @P226_Sig @_HankRearden @jrmadmen @aemdee who is for it. I'm not. But am for a women's right to her own body. #SemST,Legalization of Abortion,FAVOR,EO,neg,who is for it. I'm not. But am for a women's right to her own body. SemST,1,['SemST'],i not but women right bodi semst
Dear America: If only a 3D ultrasound picture could evoke the same emotional response. #lifeisprecious #SemST,Legalization of Abortion,AGAINST,EO,neg,Dear America: If only a 3D ultrasound picture could evoke the same emotional response. lifeisprecious SemST,2,"['lifeisprecious', 'SemST']",dear america if d ultrasound pictur could evok emot respons lifeispreci semst
I'm really pissed off by vaccines mandates. It's not ok to force parents to inject their kids when there might be consequences. #SemST,Legalization of Abortion,NONE,WO,neg,I'm really pissed off by vaccines mandates. It's not ok to force parents to inject their kids when there might be consequences. SemST,1,['SemST'],i realli piss vaccin mandat it not ok forc parent inject kid might consequ semst
@ubiquity75 @Aaron_Hamm well said. Men are playing political football with women's right to have control over our bodies. #fail #SemST,Legalization of Abortion,FAVOR,EO,neg,well said. Men are playing political football with women's right to have control over our bodies. fail SemST,2,"['fail', 'SemST']",well said men play polit footbal women right control bodi fail semst
Pro-Choice=Pro-Life. Anti-Choice=Anti-Life. Don't play righteous when you're advocating the endangerment of women. #womensrights #SemST,Legalization of Abortion,FAVOR,EO,neg,Pro-Choice=Pro-Life. Anti-Choice=Anti-Life. Don't play righteous when you're advocating the endangerment of women. womensrights SemST,2,"['womensrights', 'SemST']",pro choic pro life anti choic anti life don play righteous advoc endanger women womensright semst
"Like 96% of antis don't care about breathing viable persons, and 100% care about embryos more #SemST",Legalization of Abortion,FAVOR,EO,neg,"Like 96% of antis don't care about breathing viable persons, and 100% care about embryos more SemST",1,['SemST'],like anti care breath viabl person care embryo semst
#rally4life more like rally for people who think they have the right to authorise other people's decisions #SemST,Legalization of Abortion,AGAINST,EO,neg,rally4life more like rally for people who think they have the right to authorise other people's decisions SemST,2,"['rally4life', 'SemST']",ralli life like ralli peopl think right authoris peopl decis semst
@Mediaite @CNN where is #SilencedDiscourse for @TheDemocrats questions on #Divisions #SchoolChoice #Taxes #DoubleStandard #Biased #SemST,Legalization of Abortion,AGAINST,WO,neg,where is SilencedDiscourse for questions on Divisions SchoolChoice Taxes DoubleStandard Biased SemST,7,"['SilencedDiscourse', 'Divisions', 'SchoolChoice', 'Taxes', 'DoubleStandard', 'Biased', 'SemST']",silenceddiscours question divis schoolchoic tax doublestandard bias semst
