Tweet,Target,Stance,Opinion Towards,Sentiment,first_cleaning_text,n_hashtags,hashtags,cleaned_text
"Why do people think it's ok to get an abortion...  What the fuck is wrong with you? What if your mom aborted you, you sick fuck! #SemST",Legalization of Abortion,AGAINST,EO,neg,"Why do people think it's ok to get an abortion... What the fuck is wrong with you? What if your mom aborted you, you sick fuck! SemST",1,['SemST'],whi peopl think ok get abort what fuck wrong what mom abort sick fuck semst
PRAYERS FOR BABIES Three babies in urgent need of prayer and intervention in Dallas TX  And another in Montgomery AL  #SemST,Legalization of Abortion,AGAINST,EO,neg,PRAYERS FOR BABIES Three babies in urgent need of prayer and intervention in Dallas TX And another in Montgomery AL SemST,1,['SemST'],prayer for babi three babi urgent need prayer intervent dalla tx and anoth montgomeri al semst
"we must always see others as Christ sees us,we must see God in all things&remeber 2 look past sin #RomanCatholic #SemST",Legalization of Abortion,AGAINST,WO,pos,"we must always see others as Christ sees us,we must see God in all things&remeber 2 look past sin RomanCatholic SemST",2,"['RomanCatholic', 'SemST']",must alway see other christ see us must see god thing remeb look past sin romancathol semst
"If the Pope gave a flying fuck about the poor on his home continent, he'd let them have abortion and birth control. #SemST",Legalization of Abortion,AGAINST,EO,neg,"If the Pope gave a flying fuck about the poor on his home continent, he'd let them have abortion and birth control. SemST",1,['SemST'],if pope gave fli fuck poor home contin let abort birth control semst
If u come 2 this country 4 bettwr life fucking adapt 2 USA WAYS #1A #2A #NRA #COS #CCOT #TGDN #PJNET  #WAKEUPAMERICA #SemST,Legalization of Abortion,AGAINST,WO,neg,If u come 2 this country 4 bettwr life fucking adapt 2 USA WAYS 1A 2A NRA COS CCOT TGDN PJNET WAKEUPAMERICA SemST,9,"['1A', '2A', 'NRA', 'COS', 'CCOT', 'TGDN', 'PJNET', 'WAKEUPAMERICA', 'SemST']",if u come countri bettwr life fuck adapt usa way a a nra cos ccot tgdn pjnet wakeupamerica semst
@ShowTruth YOU CAN'T HANDLE THE TRUTH! People will always do it no matter the laws. #letdoctorsdoit #SemST,Legalization of Abortion,FAVOR,EO,neg,YOU CAN'T HANDLE THE TRUTH! People will always do it no matter the laws. letdoctorsdoit SemST,2,"['letdoctorsdoit', 'SemST']",you can t handl the truth peopl alway matter law letdoctorsdoit semst
"The teen pregnancy rate has declined 51 percent, and the teen birth rate is down 57 percent. #SemST",Legalization of Abortion,NONE,NO,other,"The teen pregnancy rate has declined 51 percent, and the teen birth rate is down 57 percent. SemST",1,['SemST'],the teen pregnanc rate declin percent teen birth rate percent semst
Abortionists and their supporters are the REAL misogynists! #Catholic #Christian #progressive #liberal #SemST,Legalization of Abortion,AGAINST,EO,neg,Abortionists and their supporters are the REAL misogynists! Catholic Christian progressive liberal SemST,5,"['Catholic', 'Christian', 'progressive', 'liberal', 'SemST']",abortionist support real misogynist cathol christian progress liber semst
The beauty of the morning seems ruined knowing abortion clinics open soon. Another day of 900+ lives lost to @PPact & friends.      #SemST,Legalization of Abortion,AGAINST,EO,neg,The beauty of the morning seems ruined knowing abortion clinics open soon. Another day of 900+ lives lost to & friends. SemST,1,['SemST'],the beauti morn seem ruin know abort clinic open soon anoth day live lost friend semst
"In Turkey at ze momento, just got internet and started reading @BarrettWeed 's tweets, literally just KILLING IT!!  #SemST",Legalization of Abortion,NONE,WO,pos,"In Turkey at ze momento, just got internet and started reading 's tweets, literally just KILLING IT!! SemST",1,['SemST'],in turkey ze momento got internet start read tweet liter kill it semst
I wonder if #antichoice ever wonder if the pregnant #teen they denied accurate #SexED to could have been the one to cure cancer. #SemST,Legalization of Abortion,FAVOR,EO,neg,I wonder if antichoice ever wonder if the pregnant teen they denied accurate SexED to could have been the one to cure cancer. SemST,4,"['antichoice', 'teen', 'SexED', 'SemST']",i wonder antichoic ever wonder pregnant teen deni accur sex could one cure cancer semst
@laurawrpie @ProWomanChoice d real question is. do u even research d side effects of abortion and contraceptives? #KnowYourFacts #SemST,Legalization of Abortion,AGAINST,EO,neg,d real question is. do u even research d side effects of abortion and contraceptives? KnowYourFacts SemST,2,"['KnowYourFacts', 'SemST']",real question u even research side effect abort contracept knowyourfact semst
Would you rather have women taking dangerous concoctions to induce abortions or know they are getting a safe & legal one? #SemST,Legalization of Abortion,FAVOR,EO,neg,Would you rather have women taking dangerous concoctions to induce abortions or know they are getting a safe & legal one? SemST,1,['SemST'],would rather women take danger concoct induc abort know get safe legal one semst
Need a ProLife R.E. Agent? - Support a ProLife Group (U-choose) at NoCost ProLifeRealEstate@Yahoo.com #SemST,Legalization of Abortion,AGAINST,WO,pos,Need a ProLife R.E. Agent? - Support a ProLife Group (U-choose) at NoCost ProLifeRealEstate@Yahoo.com SemST,1,['SemST'],need prolif r e agent support prolif group u choos nocost proliferealest yahoo com semst
Anti choice laws are sexist because they ignore the fact that men abandon their pregnant partners & those men face no punishment  #SemST,Legalization of Abortion,FAVOR,EO,neg,Anti choice laws are sexist because they ignore the fact that men abandon their pregnant partners & those men face no punishment SemST,1,['SemST'],anti choic law sexist ignor fact men abandon pregnant partner men face punish semst
These dems' lack of compassion for unborn babies who receive prenatal diagnoses is appalling #theyfeelpain #SemST,Legalization of Abortion,AGAINST,EO,neg,These dems' lack of compassion for unborn babies who receive prenatal diagnoses is appalling theyfeelpain SemST,2,"['theyfeelpain', 'SemST']",these dem lack compass unborn babi receiv prenat diagnos appal theyfeelpain semst
If it's not a person then why do women get invitro? To have a gold fish? #SemST,Legalization of Abortion,AGAINST,EO,neg,If it's not a person then why do women get invitro? To have a gold fish? SemST,1,['SemST'],if not person women get invitro to gold fish semst
"@ravensymone U refer to ""WE"" which =""YOU"" & a minority of idiots who support #suicide #murder  #death #iLLegalAliens #RavenSymone #SemST",Legalization of Abortion,AGAINST,EO,neg,"U refer to ""WE"" which =""YOU"" & a minority of idiots who support suicide murder death iLLegalAliens RavenSymone SemST",6,"['suicide', 'murder', 'death', 'iLLegalAliens', 'RavenSymone', 'SemST']",u refer we you minor idiot support suicid murder death illegalalien ravensymon semst
"C7German: Heaven is our Goal,  life is our conquest  #socialmedia #technology #catholic #SemST",Legalization of Abortion,AGAINST,EO,pos,"C7German: Heaven is our Goal, life is our conquest socialmedia technology catholic SemST",4,"['socialmedia', 'technology', 'catholic', 'SemST']",c german heaven goal life conquest socialmedia technolog cathol semst
@laurawrpie protect them by informing #HIV s acquired by having sex even wen using #condoms HIGH #RISK of acquiring it #teens #SemST,Legalization of Abortion,NONE,WO,neg,protect them by informing HIV s acquired by having sex even wen using condoms HIGH RISK of acquiring it teens SemST,5,"['HIV', 'condoms', 'RISK', 'teens', 'SemST']",protect inform hiv acquir sex even wen use condom high risk acquir teen semst
"Not sure where I stand on God and religion.  Still, don't need to be a Christian or religious to be against abortion.  #evil #SemST",Legalization of Abortion,AGAINST,EO,neg,"Not sure where I stand on God and religion. Still, don't need to be a Christian or religious to be against abortion. evil SemST",2,"['evil', 'SemST']",not sure i stand god religion still need christian religi abort evil semst
@violencehurts @WomenCanSee The unborn also have rights #defendthe8th #SemST,Legalization of Abortion,AGAINST,EO,pos,The unborn also have rights defendthe8th SemST,2,"['defendthe8th', 'SemST']",the unborn also right defendth th semst
"Fair IS fair if U believe an unborn child has no right to life, then UR saying I can decide if you do?? #SemST",Legalization of Abortion,AGAINST,EO,neg,"Fair IS fair if U believe an unborn child has no right to life, then UR saying I can decide if you do?? SemST",1,['SemST'],fair is fair u believ unborn child right life ur say i decid semst
"Hail (Mary), full of grace! The Lord is with you. (Luke 1:28) #SemST",Legalization of Abortion,AGAINST,WO,pos,"Hail (Mary), full of grace! The Lord is with you. (Luke 1:28) SemST",1,['SemST'],hail mari full grace the lord luke semst
"Hi @HillaryClinton while you are campaigning, 3000 innocent lives were killed by your pals #rednationrising #uniteblue #SemST",Legalization of Abortion,AGAINST,EO,neg,"Hi while you are campaigning, 3000 innocent lives were killed by your pals rednationrising uniteblue SemST",3,"['rednationrising', 'uniteblue', 'SemST']",hi campaign innoc live kill pal rednationris uniteblu semst
Pro-life laws only effect women so anti choicers are fine with these laws because the laws are only hurting are females  #SemST,Legalization of Abortion,FAVOR,EO,neg,Pro-life laws only effect women so anti choicers are fine with these laws because the laws are only hurting are females SemST,1,['SemST'],pro life law effect women anti choicer fine law law hurt femal semst
People don't care about things that don't effect men which is the same reason it's sexist we don't cover birth control  #SemST,Legalization of Abortion,AGAINST,EO,neg,People don't care about things that don't effect men which is the same reason it's sexist we don't cover birth control SemST,1,['SemST'],peopl care thing effect men reason sexist cover birth control semst
@MichestBlogSpot: Postinor is popularly  used for?  #MrChocho_BabyOKoko #SemST,Legalization of Abortion,NONE,NO,other,Postinor is popularly used for? MrChocho_BabyOKoko SemST,2,"['MrChocho_BabyOKoko', 'SemST']",postinor popular use mrchocho babyokoko semst
@BuhayIpaglaban @laurawrpie @JaxLeSigh Like I said I'm glad this medical procedure is around so that pregnant people stay healthy. #SemST,Legalization of Abortion,NONE,WO,pos,Like I said I'm glad this medical procedure is around so that pregnant people stay healthy. SemST,1,['SemST'],like i said i glad medic procedur around pregnant peopl stay healthi semst
Does the Gay Community support Abortion? #ProLifeYouth #LGBTPrideMonth #SemST,Legalization of Abortion,AGAINST,WO,other,Does the Gay Community support Abortion? ProLifeYouth LGBTPrideMonth SemST,3,"['ProLifeYouth', 'LGBTPrideMonth', 'SemST']",doe gay communiti support abort prolifeyouth lgbtpridemonth semst
