Tweet,Target,Stance,Opinion Towards,Sentiment,first_cleaning_text,n_hashtags,hashtags,cleaned_text
Wish I could be at the #rallyforlife counter protest. Women are people. Fetuses are clumps of cells. End of story. #ireland #SemST,Legalization of Abortion,AGAINST,EO,other,Wish I could be at the rallyforlife counter protest. Women are people. Fetuses are clumps of cells. End of story. ireland SemST,3,"['rallyforlife', 'ireland', 'SemST']",wish i could rallyforlif counter protest women peopl fetus clump cell end stori ireland semst
".@JessieLosch There is no such thing as a ""safe & alive"" abortion because every abortion that goes as intended leaves >= 1 dead #SemST",Legalization of Abortion,AGAINST,EO,neg,".@JessieLosch There is no such thing as a ""safe & alive"" abortion because every abortion that goes as intended leaves >= 1 dead SemST",1,['SemST'],jessielosch there thing safe aliv abort everi abort goe intend leav dead semst
@JonathaASwift @TomAdams9999 They  are BOTH alive & human from conception Just earlier phase of life's continuum! @chooseliferacer #SemST,Legalization of Abortion,AGAINST,EO,pos,They are BOTH alive & human from conception Just earlier phase of life's continuum! SemST,1,['SemST'],they both aliv human concept just earlier phase life continuum semst
"Woman's Heartbreaking Letter to Father of Baby She Aborted: ""I'm So Very Sorry - LifeNews. Please pray for the men hurt by abortion #SemST",Legalization of Abortion,AGAINST,EO,neg,"Woman's Heartbreaking Letter to Father of Baby She Aborted: ""I'm So Very Sorry - LifeNews. Please pray for the men hurt by abortion SemST",1,['SemST'],woman heartbreak letter father babi she abort i so veri sorri lifenew pleas pray men hurt abort semst
@notmuchelse Giving birth is not pushing women toward death. #SemST,Legalization of Abortion,AGAINST,WO,neg,Giving birth is not pushing women toward death. SemST,1,['SemST'],give birth not push women toward death semst
@JujuChangABC abortions should never be illegal. It should be the pregnant person's choice. Especially if that person was rape #SemST,Legalization of Abortion,FAVOR,EO,neg,abortions should never be illegal. It should be the pregnant person's choice. Especially if that person was rape SemST,1,['SemST'],abort never illeg it pregnant person choic especi person rape semst
Oh you dont like that Im Pro-choice.  Pftt. Dont try to force me to be pro-life. Fuck off   #sorrynotsorry #SemST,Legalization of Abortion,FAVOR,EO,neg,Oh you dont like that Im Pro-choice. Pftt. Dont try to force me to be pro-life. Fuck off sorrynotsorry SemST,2,"['sorrynotsorry', 'SemST']",oh dont like im pro choic pftt dont tri forc pro life fuck sorrynotsorri semst
"Meanwhile, @JustinTrudeau wants to waste your money to kill innocent children in the womb. #dangerous #hypocrite #noChoice #SemST",Legalization of Abortion,AGAINST,EO,neg,"Meanwhile, wants to waste your money to kill innocent children in the womb. dangerous hypocrite noChoice SemST",4,"['dangerous', 'hypocrite', 'noChoice', 'SemST']",meanwhil want wast money kill innoc children womb danger hypocrit nochoic semst
"Some babies die by chance, none should die by choice! #SemST",Legalization of Abortion,AGAINST,EO,neg,"Some babies die by chance, none should die by choice! SemST",1,['SemST'],some babi die chanc none die choic semst
Women have outgrown the common housewife stigma long ago #SemST,Legalization of Abortion,NONE,WO,pos,Women have outgrown the common housewife stigma long ago SemST,1,['SemST'],women outgrown common housewif stigma long ago semst
@laurawrpie what do u call #teens hu got #pregnant even while ingesting contraceptives? success? Can a chaste girl get pregnant? #SemST,Legalization of Abortion,AGAINST,WO,neg,what do u call teens hu got pregnant even while ingesting contraceptives? success? Can a chaste girl get pregnant? SemST,3,"['teens', 'pregnant', 'SemST']",u call teen hu got pregnant even ingest contracept success can chast girl get pregnant semst
"So you're at the #rally4life? Tell me more about how #antichoice laws kill 47,000 women A YEAR! Very ""#prolife"" uh? #REpealThe8th #SemST",Legalization of Abortion,AGAINST,EO,neg,"So you're at the rally4life? Tell me more about how antichoice laws kill 47,000 women A YEAR! Very ""prolife"" uh? REpealThe8th SemST",5,"['rally4life', 'antichoice', 'prolife', 'REpealThe8th', 'SemST']",so ralli life tell antichoic law kill women a year veri prolif uh repealth th semst
Reading law cases on abortion rulings from the past 100 years is exhausting! #research #workhard #work #publichealth #SemST,Legalization of Abortion,AGAINST,WO,neg,Reading law cases on abortion rulings from the past 100 years is exhausting! research workhard work publichealth SemST,5,"['research', 'workhard', 'work', 'publichealth', 'SemST']",read law case abort rule past year exhaust research workhard work publichealth semst
@paigeymadisonn: 12. something you hate.  People who don't believe abortion should be kept safe and sterile. #SemST,Legalization of Abortion,FAVOR,EO,neg,12. something you hate. People who don't believe abortion should be kept safe and sterile. SemST,1,['SemST'],someth hate peopl believ abort kept safe steril semst
"@BuhayIpaglaban So you've blown right past the whole ""women stopped dying after RvW"" thing. #prolifelie #hashtagitall #SemST",Legalization of Abortion,AGAINST,EO,neg,"So you've blown right past the whole ""women stopped dying after RvW"" thing. prolifelie hashtagitall SemST",3,"['prolifelie', 'hashtagitall', 'SemST']",so blown right past whole women stop die rvw thing prolifeli hashtagital semst
#populationcontrol = controlling the incoming generations. that's why there's #demographicwinter  #epicfail  #philippines #rhlaw. #SemST,Legalization of Abortion,AGAINST,WO,neg,populationcontrol = controlling the incoming generations. that's why there's demographicwinter epicfail philippines rhlaw. SemST,6,"['populationcontrol', 'demographicwinter', 'epicfail', 'philippines', 'rhlaw', 'SemST']",populationcontrol control incom generat demographicwint epicfail philippin rhlaw semst
@Independent_ie No one has 5he right to tell any person what they should do with their body #SemST,Legalization of Abortion,AGAINST,EO,neg,No one has 5he right to tell any person what they should do with their body SemST,1,['SemST'],no one right tell person bodi semst
I would never expect an 11 year old girl to have to carry a pregnancy to term #SemST,Legalization of Abortion,FAVOR,EO,neg,I would never expect an 11 year old girl to have to carry a pregnancy to term SemST,1,['SemST'],i would never expect year old girl carri pregnanc term semst
@FeministSpag @1310edhand @1310news we do care about the hurt inflicted upon preborn children through #abortion. #TruthTour #Ottawa #SemST,Legalization of Abortion,AGAINST,WO,neg,we do care about the hurt inflicted upon preborn children through abortion. TruthTour Ottawa SemST,4,"['abortion', 'TruthTour', 'Ottawa', 'SemST']",care hurt inflict upon preborn children abort truthtour ottawa semst
pro-choicers are basically tryna fight oppression with more  oppression . #feminist #SemST,Legalization of Abortion,AGAINST,WO,neg,pro-choicers are basically tryna fight oppression with more oppression . feminist SemST,2,"['feminist', 'SemST']",pro choicer basic tryna fight oppress oppress feminist semst
#HDR - top set up in the Warm up area @HuddsCriterium ... Chilling and chatting with @GabzCullaigh before the racing. #Topriders #SemST,Legalization of Abortion,NONE,WO,pos,HDR - top set up in the Warm up area ... Chilling and chatting with before the racing. Topriders SemST,3,"['HDR', 'Topriders', 'SemST']",hdr top set warm area chill chat race toprid semst
"#Fiona Bruce wants a government that forces women to have children, and then refuses to financially help them. #bodyautonomy #SemST",Legalization of Abortion,FAVOR,EO,neg,"Fiona Bruce wants a government that forces women to have children, and then refuses to financially help them. bodyautonomy SemST",3,"['Fiona', 'bodyautonomy', 'SemST']",fiona bruce want govern forc women children refus financi help bodyautonomi semst
Liberals say I need more tolerance. I say screw tolerating murder.                                #AbortionKills #ToleranceIsDeath #SemST,Legalization of Abortion,AGAINST,EO,neg,Liberals say I need more tolerance. I say screw tolerating murder. AbortionKills ToleranceIsDeath SemST,3,"['AbortionKills', 'ToleranceIsDeath', 'SemST']",liber say i need toler i say screw toler murder abortionkil toleranceisdeath semst
Congrats to my friends at @SBAList and @WRTL for their commitment in getting Pain-Capable Act passed. #wiright #theyfeelpain #SemST,Legalization of Abortion,AGAINST,EO,pos,Congrats to my friends at and for their commitment in getting Pain-Capable Act passed. wiright theyfeelpain SemST,3,"['wiright', 'theyfeelpain', 'SemST']",congrat friend commit get pain capabl act pass wiright theyfeelpain semst
"@BuhayIpaglaban @blueskies366 thank you again to show that you are AGAINST CONTRACEPTION. ""#Prolife"" = a code word for #misogyny. #SemST",Legalization of Abortion,AGAINST,WO,neg,"thank you again to show that you are AGAINST CONTRACEPTION. ""Prolife"" = a code word for misogyny. SemST",3,"['Prolife', 'misogyny', 'SemST']",thank show against contracept prolif code word misogyni semst
@ConnectCatholic The justification of abortion is rooted in selfishness & fear & they come from lack of faith & self centeredness #SemST,Legalization of Abortion,AGAINST,EO,neg,The justification of abortion is rooted in selfishness & fear & they come from lack of faith & self centeredness SemST,1,['SemST'],the justif abort root selfish fear come lack faith self centered semst
Of course an embryo is a person! If it were a puppy there'd be no desire to abort it. #SemST,Legalization of Abortion,AGAINST,EO,neg,Of course an embryo is a person! If it were a puppy there'd be no desire to abort it. SemST,1,['SemST'],of cours embryo person if puppi desir abort semst
@JaxLeSigh @ProWomanChoice u dont know using #NaturalFamilyPlanning will not have the same effect as birth spacing? #SemST,Legalization of Abortion,AGAINST,EO,neg,u dont know using NaturalFamilyPlanning will not have the same effect as birth spacing? SemST,2,"['NaturalFamilyPlanning', 'SemST']",u dont know use naturalfamilyplan not effect birth space semst
"@violencehurts @WomenCanSee The most fundamental right of them all, the right to life, is also a right of the unborn. #SemST",Legalization of Abortion,AGAINST,WO,pos,"The most fundamental right of them all, the right to life, is also a right of the unborn. SemST",1,['SemST'],the fundament right right life also right unborn semst
I'm really pissed off by vaccines mandates. It's not ok to force parents to inject their kids when there might be consequences. #SemST,Legalization of Abortion,NONE,WO,neg,I'm really pissed off by vaccines mandates. It's not ok to force parents to inject their kids when there might be consequences. SemST,1,['SemST'],i realli piss vaccin mandat it not ok forc parent inject kid might consequ semst
@DaRealMonieLove or these dumb anti-abortion #showthetruth assholes who sit on Canadian streets with inaccurate disturbing pics! #SemST,Legalization of Abortion,FAVOR,EO,neg,or these dumb anti-abortion showthetruth assholes who sit on Canadian streets with inaccurate disturbing pics! SemST,2,"['showthetruth', 'SemST']",dumb anti abort showthetruth asshol sit canadian street inaccur disturb pic semst
"@BuhayIpaglaban @blueskies366 The culture of death is ""#prolife"" who deny pregnant people healthcare. #SemST",Legalization of Abortion,AGAINST,WO,neg,"The culture of death is ""prolife"" who deny pregnant people healthcare. SemST",2,"['prolife', 'SemST']",the cultur death prolif deni pregnant peopl healthcar semst
"@irritatedwoman I don't know about you, but I didn't vote for the GOP to capitulate to the Dems. #AllLivesMatter #SemST",Legalization of Abortion,AGAINST,WO,neg,"I don't know about you, but I didn't vote for the GOP to capitulate to the Dems. AllLivesMatter SemST",2,"['AllLivesMatter', 'SemST']",i know i vote gop capitul dem alllivesmatt semst
"As a man, the only body I should have a say in is my own. #repealthe8th #rally4life #SemST",Legalization of Abortion,AGAINST,EO,neg,"As a man, the only body I should have a say in is my own. repealthe8th rally4life SemST",3,"['repealthe8th', 'rally4life', 'SemST']",as man bodi i say repealth th ralli life semst
Pro-Choice=Pro-Life. Anti-Choice=Anti-Life. Don't play righteous when you're advocating the endangerment of women. #womensrights #SemST,Legalization of Abortion,FAVOR,EO,neg,Pro-Choice=Pro-Life. Anti-Choice=Anti-Life. Don't play righteous when you're advocating the endangerment of women. womensrights SemST,2,"['womensrights', 'SemST']",pro choic pro life anti choic anti life don play righteous advoc endanger women womensright semst
@marcmaron @amyschumer @JuddApatow Are you a triceratops or tricerabottom? #arethosehornsyourewearing #SemST,Legalization of Abortion,NONE,WO,neg,Are you a triceratops or tricerabottom? arethosehornsyourewearing SemST,2,"['arethosehornsyourewearing', 'SemST']",are triceratop tricerabottom arethosehornsyourewear semst
Where is the childcare program @joanburton which you said would be in place? #loneparents #7istooyoung #SemST,Legalization of Abortion,AGAINST,WO,neg,Where is the childcare program which you said would be in place? loneparents 7istooyoung SemST,3,"['loneparents', '7istooyoung', 'SemST']",where childcar program said would place lonepar istooyoung semst
RT DavidHarris707: MathewsJeanne Thank you 4 your very #kind RT. God Bless You #Patriot. #babies matter #SemST,Legalization of Abortion,AGAINST,WO,pos,RT DavidHarris707: MathewsJeanne Thank you 4 your very kind RT. God Bless You Patriot. babies matter SemST,4,"['kind', 'Patriot', 'babies', 'SemST']",rt davidharri mathewsjeann thank kind rt god bless you patriot babi matter semst
"In so many ways to Christians right here in America we already ARE the ""Great Satan"" #GayMarriage #Drugs #WakeUpAmerica #SemST",Legalization of Abortion,AGAINST,WO,neg,"In so many ways to Christians right here in America we already ARE the ""Great Satan"" GayMarriage Drugs WakeUpAmerica SemST",4,"['GayMarriage', 'Drugs', 'WakeUpAmerica', 'SemST']",in mani way christian right america alreadi are great satan gaymarriag drug wakeupamerica semst
.@BuhayIpaglaban perhaps you want to go to the fertility clinics & rescue them all. How many can you fit in your womb. #clowncar #SemST,Legalization of Abortion,AGAINST,EO,neg,.@BuhayIpaglaban perhaps you want to go to the fertility clinics & rescue them all. How many can you fit in your womb. clowncar SemST,2,"['clowncar', 'SemST']",buhayipaglaban perhap want go fertil clinic rescu how mani fit womb clowncar semst
@micknugent What nonsense is this colleague of yours writing about?? #everylifematters #SemST,Legalization of Abortion,AGAINST,EO,neg,What nonsense is this colleague of yours writing about?? everylifematters SemST,2,"['everylifematters', 'SemST']",what nonsens colleagu write everylifematt semst
@notmuchelse & purely physical enjoyment with no responsibility attached #SemST,Legalization of Abortion,NONE,NO,neg,& purely physical enjoyment with no responsibility attached SemST,1,['SemST'],pure physic enjoy respons attach semst
"I'm against abortion, gay marriage, AND Donald Trump for President. #gaymarriage #DonaldTrump #SemST",Legalization of Abortion,AGAINST,EO,neg,"I'm against abortion, gay marriage, AND Donald Trump for President. gaymarriage DonaldTrump SemST",3,"['gaymarriage', 'DonaldTrump', 'SemST']",i abort gay marriag and donald trump presid gaymarriag donaldtrump semst
@JaxLeSigh Evidence proves that morbidity & mortality rates of legal abortion r a lot higher dan carrying pregnancy 2 term #teens #SemST,Legalization of Abortion,AGAINST,EO,neg,Evidence proves that morbidity & mortality rates of legal abortion r a lot higher dan carrying pregnancy 2 term teens SemST,2,"['teens', 'SemST']",evid prove morbid mortal rate legal abort r lot higher dan carri pregnanc term teen semst
"@BuhayIpaglaban @_msthirdward @blueskies366 ""Natural"" family planning isn't ""planning"" at all since it just doesn't work. #SemST",Legalization of Abortion,AGAINST,WO,neg,"""Natural"" family planning isn't ""planning"" at all since it just doesn't work. SemST",1,['SemST'],natur famili plan plan sinc work semst
Monk's Hobbit is back in Twitter. #Catholics #SemST,Legalization of Abortion,NONE,WO,other,Monk's Hobbit is back in Twitter. Catholics SemST,2,"['Catholics', 'SemST']",monk hobbit back twitter cathol semst
Every1 needs 2 c @Rick_Reyna & @rallysforchrist's movie #TheRallyLA. It's life transforming. #drugs #forgive #SWBC2015 #Salvation #SemST,Legalization of Abortion,AGAINST,WO,pos,Every1 needs 2 c & movie TheRallyLA. It's life transforming. drugs forgive SWBC2015 Salvation SemST,6,"['TheRallyLA', 'drugs', 'forgive', 'SWBC2015', 'Salvation', 'SemST']",everi need c movi therallyla it life transform drug forgiv swbc salvat semst
.@JohnTory since when did Toronto become a weak city? Bullied by stone-age cab companies that block traffic illegally. #TO4Uber #SemST,Legalization of Abortion,NONE,WO,neg,.@JohnTory since when did Toronto become a weak city? Bullied by stone-age cab companies that block traffic illegally. TO4Uber SemST,2,"['TO4Uber', 'SemST']",johntori sinc toronto becom weak citi bulli stone age cab compani block traffic illeg to uber semst
#ChildrensCentre's in the #UK have stay & play sessions for very young / single parents  #childcare #parenting #SemST,Legalization of Abortion,AGAINST,WO,pos,ChildrensCentre's in the UK have stay & play sessions for very young / single parents childcare parenting SemST,5,"['ChildrensCentre', 'UK', 'childcare', 'parenting', 'SemST']",childrenscentr uk stay play session young singl parent childcar parent semst
@nosilentsprings And an even worse place from which to make medical decisions FOR OTHER PEOPLE #mybodymychoice #notyours #notgovt #SemST,Legalization of Abortion,FAVOR,EO,neg,And an even worse place from which to make medical decisions FOR OTHER PEOPLE mybodymychoice notyours notgovt SemST,4,"['mybodymychoice', 'notyours', 'notgovt', 'SemST']",and even wors place make medic decis for other peopl mybodymychoic notyour notgovt semst
@ProWomanChoice @BuhayIpaglaban people like you are exactly what is wrong with our society. #ProCONTRACEPTION #unapologetic  #SemST,Legalization of Abortion,AGAINST,EO,neg,people like you are exactly what is wrong with our society. ProCONTRACEPTION unapologetic SemST,3,"['ProCONTRACEPTION', 'unapologetic', 'SemST']",peopl like exact wrong societi procontracept unapologet semst
Was at the planned parenthood protest in #fitchburg today with the image of Our Lady of America #catholic #SemST,Legalization of Abortion,AGAINST,EO,neg,Was at the planned parenthood protest in fitchburg today with the image of Our Lady of America catholic SemST,3,"['fitchburg', 'catholic', 'SemST']",was plan parenthood protest fitchburg today imag our ladi america cathol semst
There is nothing sadder than pro-life young women. I can't help but pity the fools. #repealthe8th #SemST,Legalization of Abortion,AGAINST,EO,neg,There is nothing sadder than pro-life young women. I can't help but pity the fools. repealthe8th SemST,2,"['repealthe8th', 'SemST']",there noth sadder pro life young women i help piti fool repealth th semst
